from_id;to_id;walk_t;walk_d;car_r_t;car_r_d;car_m_t;car_m_d;pt_r_t;pt_r_tt;pt_r_d;pt_m_t;pt_m_tt;pt_m_d
5797080;5980260;411;28751;56;31447;49;29708;112;129;31034;120;132;35120
5797081;5980260;411;28737;60;32067;53;30328;112;129;31020;120;131;35106
5797082;5980260;408;28531;56;31598;49;29860;127;143;30459;134;152;30459
5798974;5980260;399;27934;44;28553;38;28590;73;102;27606;69;92;27606
5798975;5980260;442;30907;53;32757;46;32794;91;111;32597;99;121;32597
5798976;5980260;441;30901;55;32644;48;32682;91;111;32591;99;121;32591
5798977;5980260;442;30908;56;33849;49;33887;91;111;32598;99;121;32598
5798978;5980260;405;28347;54;33321;47;33358;69;89;30070;79;111;30070
5798979;5980260;402;28170;55;33679;48;33716;67;84;29894;77;111;29894
5798980;5980260;402;28171;53;32839;47;32876;67;84;29894;77;111;29894
5798981;5980260;406;28442;55;33226;49;33264;71;89;30165;81;111;30165
5798982;5980260;402;28171;56;31290;49;29552;104;121;30454;111;126;34540
5798983;5980260;401;28045;58;31231;51;29492;102;121;30328;110;126;34414
5798984;5980260;401;28038;60;31222;53;29483;102;116;30321;110;126;34407
5798985;5980260;406;28403;57;31114;50;29375;107;123;30686;115;129;30686
5798986;5980260;404;28265;57;31380;50;29641;105;121;30548;113;129;30548
5798987;5980260;407;28521;60;31840;53;30101;109;124;30804;116;130;34890
5798988;5980260;402;28115;55;31074;48;29335;121;135;30043;128;142;30043
5800879;5980260;392;27438;43;28274;37;28311;66;86;27110;62;78;27110
5800880;5980260;396;27716;44;28549;38;28587;70;92;27389;66;85;27389
5800881;5980260;444;31112;41;28177;36;28215;94;111;32801;101;125;32801
5800882;5980260;404;28259;60;35352;52;35389;90;111;30840;98;121;30840
5800883;5980260;404;28295;59;35129;51;35166;91;111;30876;99;121;30876
5800884;5980260;403;28216;54;33137;47;33175;68;89;29963;78;111;29963
5800885;5980260;399;27952;53;32840;46;32877;65;82;29736;75;111;29736
5800886;5980260;397;27804;56;33131;49;33168;67;84;29880;77;111;29880
5800887;5980260;399;27924;56;33215;49;33253;71;89;30153;81;111;30153
5800888;5980260;391;27382;56;30406;49;28668;92;110;29665;100;117;33751
5800889;5980260;397;27786;56;30995;49;29256;98;116;30069;106;122;34154
5800890;5980260;398;27862;58;30908;51;29169;99;116;30145;107;122;34230
5800891;5980260;401;28073;55;30785;48;29046;102;121;30356;110;126;34441
5800892;5980260;400;28010;57;31259;50;29520;101;116;30292;109;126;34378
5800893;5980260;402;28171;59;31800;52;30061;104;121;30454;111;126;34540
5800894;5980260;400;28024;55;31080;48;29341;120;131;29953;127;142;29953
5800895;5980260;397;27785;55;30981;49;29242;117;128;29713;125;139;29713
5802783;5980260;391;27340;44;28271;38;28308;65;83;27012;61;78;27012
5802784;5980260;389;27220;45;28242;40;28279;63;83;26892;59;75;26892
5802785;5980260;393;27499;39;27747;34;27785;67;86;27171;63;78;27171
5802786;5980260;406;28396;41;27930;36;27967;92;111;30977;100;125;30977
5802787;5980260;402;28159;57;35163;50;35200;89;111;30740;97;121;30740
5802788;5980260;399;27961;57;34916;50;34953;86;111;30542;94;121;30542
5802789;5980260;399;27961;55;33378;48;33416;86;111;30542;94;121;30542
5802790;5980260;400;28030;54;32901;47;32938;68;89;29985;78;111;29985
5802791;5980260;393;27532;54;33174;47;33211;67;84;29343;77;111;29343
5802792;5980260;397;27768;55;33476;48;33514;70;89;29579;80;111;29579
5802793;5980260;388;27154;55;30348;48;28609;89;109;29437;97;116;33522
5802794;5980260;393;27489;55;30633;48;28894;94;111;29772;102;121;33858
5802795;5980260;393;27490;55;30634;48;28895;94;111;29773;102;121;33858
5802796;5980260;394;27604;56;30830;49;29091;96;115;29886;103;122;33972
5802797;5980260;399;27965;57;31151;50;29412;101;116;30248;109;122;34333
5802798;5980260;402;28139;58;30893;52;29154;103;121;30422;111;126;34508
5802799;5980260;392;27468;53;30394;47;28655;112;124;29396;120;129;29396
5802800;5980260;391;27388;54;30562;47;28823;111;123;29317;119;128;29317
5802801;5980260;397;27756;56;30921;49;29182;116;128;29685;124;136;29685
5804689;5980260;388;27174;43;27962;38;28000;62;81;26846;58;72;26846
5804690;5980260;386;27003;45;27954;39;27991;60;77;26675;56;69;26675
5804691;5980260;389;27203;44;27937;38;27975;67;86;27200;63;78;27200
5804692;5980260;391;27396;47;28377;42;28414;70;92;27392;66;85;27392
5804693;5980260;402;28160;59;35226;52;35264;89;111;30741;97;121;30741
5804694;5980260;396;27720;57;34832;50;34870;83;105;30302;91;116;30302
5804695;5980260;395;27646;55;33465;48;33503;82;103;30228;90;116;30228
5804696;5980260;391;27370;55;33914;48;33951;65;84;29208;75;111;29208
5804697;5980260;390;27302;55;33510;48;33547;64;78;29114;74;111;29114
5804698;5980260;398;27830;55;33578;48;33615;71;89;29642;81;111;29642
5804699;5980260;385;26932;54;30064;47;28325;86;109;29215;94;113;33300
5804700;5980260;384;26890;54;30004;47;28265;85;109;29173;93;113;33259
5804701;5980260;388;27140;56;30393;49;28654;89;109;29423;97;116;33509
5804702;5980260;389;27204;55;30212;49;28473;90;109;29487;98;116;33572
5804703;5980260;391;27353;55;30386;48;28647;92;110;29636;100;117;33722
5804704;5980260;393;27502;57;30785;50;29046;94;111;29784;102;121;33870
5804705;5980260;389;27223;53;30208;47;28469;109;119;29152;117;128;29152
5804706;5980260;388;27184;56;30497;50;28758;108;119;29112;116;128;29112
5804707;5980260;392;27458;58;31010;51;29271;112;124;29386;120;129;29386
5806593;5980260;388;27188;44;28059;38;28097;62;76;26860;58;72;26860
5806594;5980260;383;26819;43;27712;37;27749;57;75;26491;53;66;26491
5806595;5980260;383;26785;43;27594;37;27631;57;77;26457;53;66;26457
5806596;5980260;385;26970;40;27320;35;27358;64;83;26966;60;78;26966
5806597;5980260;391;27345;44;28230;39;28267;69;90;27341;65;85;27341
5806598;5980260;395;27655;45;28462;39;28500;74;100;27651;70;92;27651
5806599;5980260;394;27557;56;34583;49;34621;80;99;30138;88;116;30138
5806600;5980260;390;27329;57;34440;50;34478;77;99;29910;85;115;29910
5806601;5980260;388;27130;55;33835;48;33873;67;84;29321;77;111;29321
5806602;5980260;392;27413;55;33648;48;33685;66;84;29250;76;111;29250
5806603;5980260;394;27561;56;30009;49;28270;68;89;29399;78;111;29399
5806604;5980260;385;26928;54;29946;47;28208;86;109;29210;94;113;33296
5806605;5980260;380;26614;55;29809;48;28070;81;102;28897;89;112;32983
5806606;5980260;383;26802;54;29870;47;28131;84;108;29085;92;113;33170
5806607;5980260;385;26984;56;30232;49;28493;87;109;29267;95;116;33353
5806608;5980260;390;27305;57;30577;51;28838;91;110;29588;99;116;33673
5806609;5980260;395;27625;57;30757;50;29019;96;115;29908;104;122;33994
5806610;5980260;384;26868;54;29944;47;28206;104;117;28796;112;127;28796
5806611;5980260;386;27028;56;30350;50;28611;106;117;28956;114;127;28956
5806612;5980260;390;27274;58;30500;52;28761;109;119;29203;117;128;29203
5806613;5980260;413;28891;58;31798;51;30059;132;148;30819;139;155;30819
5808496;5980260;389;27245;44;27989;38;28027;67;78;27206;63;73;27206
5808497;5980260;393;27515;45;28437;39;28475;67;81;27188;63;78;27188
5808498;5980260;392;27411;44;28227;39;28265;66;83;27084;62;78;27084
5808499;5980260;380;26570;42;27452;37;27490;58;77;26566;54;69;26566
5808500;5980260;384;26861;39;27026;34;27063;62;83;26857;58;72;26857
5808501;5980260;396;27696;44;28539;39;28577;74;102;27692;70;92;27692
5808502;5980260;396;27708;47;28737;41;28775;74;102;27704;70;92;27704
5808503;5980260;395;27655;59;34712;52;34749;82;105;30236;90;116;30236
5808504;5980260;391;27343;56;34332;49;34369;77;99;29924;85;115;29924
5808505;5980260;385;26963;55;34010;48;34048;70;89;29544;80;111;29544
5808506;5980260;384;26877;55;29979;48;28240;70;89;29533;80;111;29533
5808507;5980260;381;26660;54;29783;47;28044;79;98;28750;87;112;28750
5808508;5980260;378;26475;53;29484;46;27745;77;98;28565;85;110;28565
5808509;5980260;377;26418;53;29560;46;27821;79;98;28701;86;110;32786
5808510;5980260;382;26719;56;30049;49;28310;83;108;29002;91;112;33088
5808511;5980260;380;26598;59;30450;52;28711;81;102;28881;89;112;32967
5808512;5980260;383;26842;59;30636;52;28897;103;117;28770;111;127;28770
5808513;5980260;381;26641;52;29434;46;27695;100;114;28569;108;125;28569
5808514;5980260;379;26556;52;29694;46;27955;99;114;28484;107;121;28484
5808515;5980260;384;26847;53;29958;46;28219;103;117;28776;111;127;28776
5808516;5980260;387;27084;57;30418;50;28679;107;117;29012;115;127;29012
5808517;5980260;393;27495;59;30603;53;28864;110;121;28666;116;128;33432
5808518;5980260;398;27880;60;32078;54;30339;116;127;29050;120;137;33817
5810399;5980260;385;26981;44;27593;38;27631;65;84;26624;60;75;26624
5810400;5980260;388;27159;46;28020;40;28057;67;86;26802;62;78;26802
5810401;5980260;396;27704;47;28574;41;28611;70;85;27376;66;83;27376
5810402;5980260;375;26250;42;27099;37;27136;60;77;26709;56;69;26709
5810403;5980260;376;26321;42;27426;37;27464;60;77;26722;56;69;26722
5810404;5980260;385;26967;42;27032;37;27070;64;83;26963;60;78;26963
5810405;5980260;396;27753;46;28692;40;28729;75;102;27749;71;92;27749
5810406;5980260;398;27858;46;28787;40;28824;77;102;27854;73;92;27854
5810407;5980260;400;28023;58;30455;50;28716;79;102;28019;75;93;28019
5810408;5980260;390;27278;56;30120;49;28381;76;99;29859;84;111;29859
5810409;5980260;381;26666;55;29745;47;28006;67;84;28504;77;111;28504
5810410;5980260;378;26477;55;29567;48;27828;64;82;28315;74;110;28315
5810411;5980260;382;26731;54;29731;48;27992;80;98;28822;88;112;28822
5810412;5980260;374;26182;53;29427;46;27688;70;88;28272;80;106;28272
5810413;5980260;372;26024;53;29214;46;27475;71;88;28307;81;106;28307
5810414;5980260;374;26196;55;29477;48;27738;73;94;28479;83;109;28479
5810415;5980260;380;26603;58;29793;51;28054;81;102;28886;89;112;32972
5810416;5980260;376;26286;54;29222;47;27483;95;108;28214;103;116;28214
5810417;5980260;375;26254;52;29301;46;27562;95;105;28182;103;115;28182
5810418;5980260;379;26512;53;29731;47;27992;98;114;28440;106;121;28440
5810419;5980260;386;27046;55;30082;49;28343;106;117;28974;114;127;28974
5810420;5980260;390;27267;58;30486;51;28747;109;119;29196;117;128;29196
5810421;5980260;393;27483;59;30592;53;28854;110;121;28653;116;128;33420
5810422;5980260;396;27725;58;31912;51;30173;114;124;28895;117;131;33662
5810423;5980260;416;29128;56;31293;50;31293;134;153;31696;132;153;33371
5810457;5980260;411;28775;47;30935;41;30974;82;91;32395;80;89;37093
5810458;5980260;407;28490;48;31489;42;31528;78;87;32140;76;86;36838
5810462;5980260;403;28240;50;32916;44;32955;62;75;35239;59;72;35239
5810463;5980260;403;28235;51;32987;44;33026;61;71;31722;57;69;34737
5810464;5980260;404;28276;52;33397;45;33436;62;71;34851;59;68;34851
5812300;5980260;379;26547;43;27201;37;27238;58;78;26190;53;70;26190
5812301;5980260;383;26778;46;27678;40;27716;62;79;26422;57;75;26422
5812302;5980260;387;27085;49;28105;43;28142;66;86;26728;61;77;26728
5812303;5980260;375;26262;47;28639;41;28676;68;83;27281;64;78;27281
5812304;5980260;372;26008;42;26869;37;26907;65;79;27034;61;78;27034
5812305;5980260;372;26058;38;26437;33;26475;66;79;27092;62;78;27092
5812306;5980260;374;26171;45;27295;39;27333;68;82;25859;64;78;25859
5812307;5980260;376;26310;44;27174;39;27211;70;85;25997;66;83;25997
5812308;5980260;380;26631;45;28389;39;28427;88;99;27210;84;97;27210
5812309;5980260;381;26644;57;30388;50;28649;88;101;27223;84;97;27223
5812310;5980260;383;26840;56;30195;49;28456;91;103;27420;87;102;27420
5812311;5980260;380;26612;55;29748;48;28009;66;84;28450;76;111;28450
5812312;5980260;376;26314;54;29497;47;27758;62;78;28207;72;105;28207
5812313;5980260;373;26142;54;29207;47;27468;66;83;28421;76;109;28421
5812314;5980260;372;26070;53;29224;46;27485;66;83;27978;76;103;27978
5812315;5980260;368;25765;52;28921;45;27182;69;88;28163;79;97;32248
5812316;5980260;371;25967;55;29291;48;27552;72;89;27854;82;109;27854
5812317;5980260;374;26213;57;29698;50;27960;77;98;28100;85;110;28100
5812318;5980260;374;26150;52;29080;45;27341;93;105;28078;101;115;28078
5812319;5980260;371;26003;54;29310;47;27571;91;104;27931;99;113;27931
5812320;5980260;384;26845;52;29799;46;28060;103;117;28774;111;127;28774
5812321;5980260;384;26867;55;30168;49;28429;104;117;28796;112;127;28796
5812322;5980260;387;27068;59;30595;53;28856;103;116;28122;112;124;30898
5812323;5980260;390;27325;59;29941;52;28202;106;121;28379;112;127;33146
5812324;5980260;397;27802;59;31482;53;31482;115;126;28972;119;132;33739
5812325;5980260;416;29089;56;31300;50;31300;134;153;31657;132;152;33332
5812353;5980260;384;26905;46;29458;40;29497;89;109;30132;87;106;26771
5812354;5980260;387;27111;46;29678;40;29717;92;109;30338;90;108;26976
5812355;5980260;395;27662;44;29815;39;29854;98;108;33543;97;109;33543
5812356;5980260;393;27544;47;30237;41;30276;96;107;33403;95;106;33403
5812358;5980260;415;29036;51;30917;45;30956;86;95;32686;84;95;37384
5812359;5980260;412;28834;48;30946;42;30985;83;91;32484;81;93;37182
5812360;5980260;407;28499;48;31895;42;31934;78;87;32148;76;86;36846
5812361;5980260;405;28360;48;31868;42;31907;75;83;36537;72;83;36537
5812362;5980260;402;28148;52;32472;46;32511;67;78;31371;66;81;28588
5812363;5980260;400;28035;49;32402;43;32441;66;75;31255;64;79;28475
5812364;5980260;400;28002;50;32645;44;32684;61;75;31231;58;71;35122
5812365;5980260;401;28098;51;33113;45;33152;60;74;35115;57;71;35115
5812366;5980260;400;28001;53;33793;47;33832;62;71;35945;62;71;35568
5814173;5980260;442;30971;67;40400;60;38443;89;114;32401;92;120;32401
5814174;5980260;452;31650;68;41040;61;39083;99;114;33080;102;128;33080
5814175;5980260;453;31741;66;37559;58;37585;100;119;33171;103;128;33171
5814176;5980260;423;29589;61;35944;53;35971;130;143;35241;133;156;35241
5814201;5980260;377;26361;44;27221;39;27258;56;78;26004;51;70;26004
5814202;5980260;380;26611;46;26881;41;26919;59;78;26254;54;70;26254
5814203;5980260;387;27102;46;27815;41;27852;66;86;26746;61;77;26746
5814204;5980260;372;26052;43;26902;38;26940;67;79;25740;63;78;25740
5814205;5980260;368;25783;41;26536;36;26573;63;76;25471;59;75;25471
5814206;5980260;368;25780;39;26291;34;26328;63;76;25468;59;72;25468
5814207;5980260;370;25928;42;26928;37;26966;65;78;25615;61;78;25615
5814208;5980260;373;26090;43;27065;38;27102;67;79;25778;63;78;25778
5814209;5980260;378;26484;44;28217;38;28254;86;98;27063;82;97;27063
5814210;5980260;377;26420;46;28209;40;28246;85;96;26999;81;94;26999
5814211;5980260;381;26637;59;30438;51;28699;88;99;27216;84;97;27216
5814212;5980260;381;26693;56;29909;49;28170;67;84;28531;77;111;28531
5814213;5980260;376;26348;57;29829;50;28090;67;84;28559;77;109;28559
5814214;5980260;371;25996;53;29078;46;27339;64;82;27837;74;106;27837
5814215;5980260;369;25858;55;29117;48;27378;62;78;27699;72;96;27699
5814216;5980260;366;25597;53;28795;46;27056;66;83;27484;76;103;27484
5814217;5980260;366;25619;56;28750;49;27011;67;83;27506;77;103;27506
5814218;5980260;367;25686;56;29386;49;27647;68;84;27573;78;103;27573
5814219;5980260;371;25945;52;28990;45;27251;90;103;27874;98;113;27874
5814220;5980260;368;25761;54;29070;47;27331;88;103;27690;93;106;26856
5814221;5980260;387;27111;56;30149;50;28410;107;118;29040;115;127;29040
5814222;5980260;388;27131;57;30339;51;28600;107;118;29059;115;127;29059
5814223;5980260;384;26850;58;29862;51;28123;100;113;27904;105;119;32670
5814224;5980260;383;26803;59;29951;52;28212;99;113;27857;105;115;32624
5814225;5980260;415;29084;59;31531;53;31531;134;153;31652;132;152;33327
5814226;5980260;412;28850;57;31357;50;31357;130;148;31418;128;146;33093
5814227;5980260;408;28535;56;31222;50;31222;126;141;31103;124;143;32778
5814253;5980260;377;26391;49;29507;44;29546;82;103;29618;82;99;29618
5814254;5980260;380;26584;49;29721;44;29760;63;83;28315;63;86;28315
5814255;5980260;379;26530;48;29896;43;29935;62;83;28262;62;79;28262
5814256;5980260;397;27824;47;30298;41;30337;100;109;33704;99;110;33704
5814257;5980260;404;28270;47;30781;41;30820;107;115;34128;106;113;34128
5814258;5980260;400;27971;47;30623;41;30662;103;111;33830;101;111;33830
5814259;5980260;403;28192;50;30893;44;30932;106;114;34051;104;113;34051
5814260;5980260;412;28811;52;33319;46;33358;83;91;32460;81;93;37158
5814261;5980260;408;28556;49;32090;43;32129;79;87;32205;77;89;36903
5814262;5980260;406;28416;48;31964;42;32003;71;81;31639;70;82;28856
5814263;5980260;404;28303;49;32223;43;32262;69;80;31527;68;82;28744
5814264;5980260;398;27874;49;32279;43;32318;63;76;31109;61;74;35816
5814265;5980260;394;27611;49;32516;43;32555;59;69;35466;56;70;35466
5814266;5980260;394;27580;51;32977;45;33016;65;79;31209;62;77;35886
5814267;5980260;396;27687;54;34410;48;33097;60;73;36094;60;72;36094
5814268;5980260;393;27502;54;34274;47;32962;57;68;35890;57;68;35890
5816065;5980260;448;31326;64;39982;57;37343;96;114;32856;99;128;32856
5816068;5980260;437;30615;63;39290;56;36651;86;100;32145;89;120;32145
5816069;5980260;440;30827;63;39170;56;36531;89;114;32357;92;120;32357
5816070;5980260;427;29905;64;39317;56;37360;74;88;31335;77;108;31335
5816071;5980260;427;29900;64;39161;57;37204;75;89;31390;78;108;31390
5816072;5980260;428;29993;62;36351;54;36377;76;90;31483;79;108;31483
5816073;5980260;414;28962;63;36215;55;36241;81;95;31775;84;108;31775
5816074;5980260;409;28604;62;35873;54;35899;94;110;32747;97;121;32747
5816075;5980260;424;29650;61;36017;53;36043;131;147;35302;134;160;35302
5816099;5980260;386;27049;43;27629;37;27666;65;86;26681;60;81;26681
5816100;5980260;371;25981;42;26711;36;26749;57;74;26120;52;70;26120
5816101;5980260;370;25896;44;26740;39;26777;63;78;26511;58;75;26511
5816102;5980260;370;25891;42;26250;37;26287;64;79;25541;59;75;25541
5816103;5980260;369;25823;42;26811;37;26848;63;76;25511;59;75;25511
5816104;5980260;365;25554;41;26560;36;26597;60;72;25242;56;69;25242
5816105;5980260;365;25565;39;26041;34;26078;60;72;25253;56;69;25253
5816106;5980260;368;25767;42;26646;36;26683;63;76;25455;59;72;25455
5816107;5980260;373;26110;42;27035;37;27073;67;79;25798;63;78;25798
5816108;5980260;376;26310;42;27143;37;27181;83;93;26889;79;94;26889
5816109;5980260;373;26114;45;27936;40;27973;80;92;26694;76;92;26694
5816110;5980260;376;26343;46;28176;40;28213;84;93;26922;80;94;26922
5816111;5980260;377;26371;47;28643;42;28681;82;100;30629;87;101;27434
5816112;5980260;375;26251;47;29036;42;29073;80;106;30509;95;112;28537
5816113;5980260;370;25885;55;29139;48;27400;65;83;27905;75;103;27905
5816114;5980260;365;25585;52;28696;45;26957;62;78;27429;72;96;27429
5816115;5980260;362;25324;51;28422;44;26683;62;78;27443;72;93;27443
5816116;5980260;362;25332;54;28649;48;26910;63;78;27219;73;93;27219
5816117;5980260;365;25578;54;28639;47;26900;66;83;27465;76;103;27465
5816118;5980260;365;25554;50;28422;44;26683;89;99;26649;90;106;26649
5816119;5980260;365;25581;54;28968;48;27229;90;100;26676;91;106;26676
5816120;5980260;387;27090;59;30404;53;28665;103;118;28144;112;124;30920
5816121;5980260;385;26956;56;30275;50;28536;101;115;28010;107;120;32777
5816122;5980260;379;26557;54;29569;48;27830;95;106;27611;101;114;32377
5816123;5980260;379;26541;57;29805;50;28066;95;106;27595;101;114;32362
5816124;5980260;380;26614;58;29893;52;28154;96;108;27668;102;114;32434
5816125;5980260;413;28907;60;31612;54;31612;131;150;31476;129;152;33151
5816126;5980260;411;28755;58;31387;52;31387;129;143;31323;127;143;32998
5816127;5980260;405;28320;55;30884;49;30884;123;137;30888;121;137;32563
5816152;5980260;368;25732;49;29351;44;29390;67;87;28575;67;86;28575
5816153;5980260;378;26486;49;30152;44;30191;62;83;28218;62;79;28218
5816154;5980260;375;26271;53;29722;47;29760;65;83;28222;59;73;28002
5816155;5980260;376;26351;52;29819;46;29857;66;83;28302;60;76;28082
5816156;5980260;404;28248;47;30833;42;30872;106;115;34106;105;113;34106
5816157;5980260;402;28172;49;30793;44;30832;106;114;34031;104;113;34031
5816158;5980260;394;27601;52;33349;46;33388;73;87;31081;74;84;31081
5816159;5980260;394;27562;52;33300;46;33339;73;84;31042;74;83;31042
5816160;5980260;394;27561;50;32546;44;32585;73;84;31041;74;83;31041
5816161;5980260;399;27906;52;33460;46;33499;78;88;31386;79;86;31386
5816162;5980260;391;27350;52;33464;45;33503;62;74;30526;63;74;30526
5816163;5980260;391;27362;52;33089;46;33128;60;72;30867;59;71;35678
5816164;5980260;391;27397;50;32751;44;32790;58;70;37054;58;71;35547
5816165;5980260;390;27334;51;33046;45;33085;59;71;36750;58;71;36372
5816166;5980260;389;27248;51;33363;45;33402;61;75;36862;60;73;36485
5816167;5980260;388;27145;56;34145;49;32833;57;69;35905;57;71;35905
5817963;5980260;452;31646;64;40348;57;37709;101;119;33176;104;128;33176
5817964;5980260;448;31379;65;40137;58;37498;97;114;32909;100;128;32909
5817965;5980260;446;31216;64;39754;57;37115;94;114;32746;97;121;32746
5817966;5980260;442;30953;64;39639;57;37000;91;114;32484;94;120;32484
5817967;5980260;429;30061;62;38841;55;36202;80;95;31729;83;108;31729
5817968;5980260;428;29994;62;39158;55;36519;75;89;31400;78;108;31400
5817969;5980260;425;29717;63;39047;55;37091;71;88;31123;74;108;31123
5817970;5980260;424;29649;63;36721;55;36747;71;88;31139;74;108;31139
5817971;5980260;416;29132;62;36400;54;36426;75;89;31404;78;108;31404
5817972;5980260;411;28788;61;36070;53;36096;80;93;31704;83;108;31704
5817973;5980260;406;28450;60;35718;52;35744;92;110;32592;95;121;32592
5817974;5980260;404;28310;60;35510;52;35537;90;109;32453;93;120;32453
5817975;5980260;398;27826;60;35189;52;35215;92;110;32592;95;121;32592
5817976;5980260;396;27688;59;34832;51;34858;96;110;33807;101;128;32977
5817977;5980260;394;27580;59;34522;51;34548;95;116;33700;104;128;33233
5817997;5980260;387;27106;46;27697;40;27735;66;86;26737;61;82;26737
5817998;5980260;388;27161;46;27814;40;27852;67;86;26793;62;86;26793
