from_id;to_id;walk_t;walk_d;car_r_t;car_r_d;car_m_t;car_m_d;pt_r_t;pt_r_tt;pt_r_d;pt_m_t;pt_m_tt;pt_m_d
5791359;5975373;404;28315;51;30303;45;28564;110;135;29749;119;136;33834
5791360;5975373;405;28369;53;30671;47;28932;111;135;29803;120;136;33888
5791361;5975373;410;28722;54;31025;49;29286;116;135;30156;125;140;34242
5791362;5975373;415;29034;56;31334;50;29595;121;143;30467;129;150;30467
5791363;5975373;450;31513;57;33721;52;31982;180;195;31759;183;193;32592
5793258;5975373;420;29407;44;30187;39;30224;74;96;30248;82;106;30248
5793259;5975373;416;29107;45;30027;40;30064;70;91;29948;78;105;29948
5793260;5975373;416;29142;46;29990;40;30028;71;91;29982;79;105;29982
5793261;5975373;403;28185;43;29771;38;29809;64;81;29427;72;100;29427
5793262;5975373;401;28081;46;30196;41;30234;64;81;29425;72;100;29425
5793263;5975373;402;28128;51;31302;46;31340;69;91;29008;77;108;29008
5793264;5975373;401;28059;52;29924;46;28185;107;129;29493;116;128;33579
5793265;5975373;401;28100;51;30256;46;28517;107;134;29534;116;131;33619
5793266;5975373;402;28109;54;30453;48;28714;107;134;29543;116;131;33628
5793267;5975373;413;28884;58;31248;52;29509;118;138;30317;127;143;34403
5793268;5975373;418;29281;58;31475;52;29736;124;147;30715;132;150;30715
5793269;5975373;448;31379;54;30287;48;28548;178;195;31624;181;191;32458
5793270;5975373;446;31198;56;33176;51;31437;176;195;31444;178;190;32277
5795164;5975373;421;29482;45;30310;40;30348;76;100;30323;84;106;30323
5795165;5975373;422;29564;50;32087;44;32124;77;101;30404;85;111;30404
5795166;5975373;421;29494;50;31936;45;31974;76;100;30334;84;106;30334
5795167;5975373;398;27860;45;30322;39;30359;65;81;28726;73;101;28726
5795168;5975373;398;27860;47;30884;41;30921;65;81;28726;73;101;28726
5795169;5975373;399;27941;49;31106;44;31143;67;83;28821;75;103;28821
5795170;5975373;397;27790;50;29662;44;27924;103;121;29224;112;123;33309
5795171;5975373;396;27708;51;29964;45;28225;102;116;29142;111;123;33228
5795172;5975373;401;28043;53;30406;48;28667;106;129;29477;115;128;33562
5795173;5975373;404;28272;55;30497;49;28758;110;135;29705;119;135;33791
5795174;5975373;401;28081;52;30131;46;28392;107;129;29515;116;128;33601
5795175;5975373;400;28018;54;30268;48;28529;106;129;29452;115;128;33538
5795176;5975373;446;31235;49;29791;44;28052;176;195;31480;179;191;32314
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;5975373;424;29681;46;30589;41;30627;78;103;30521;86;112;30521
5797071;5975373;426;29798;49;31989;43;32027;80;103;30638;88;113;30638
5797072;5975373;399;27951;48;31706;43;31743;67;83;28817;75;103;28817
5797073;5975373;395;27666;48;31790;42;31828;63;81;28532;71;102;28532
5797074;5975373;394;27548;45;30655;40;30692;61;77;28428;69;103;28428
5797075;5975373;397;27757;47;30987;42;31025;64;81;28636;72;103;28636
5797076;5975373;392;27473;50;29610;45;27871;98;114;28907;106;121;28907
5797077;5975373;394;27599;54;30042;48;28303;100;116;29033;109;123;33119
5797078;5975373;399;27933;56;30579;50;28840;105;121;29367;114;125;33452
5797079;5975373;398;27840;53;30416;48;28677;104;121;29274;112;124;33360
5797080;5975373;398;27885;50;29627;44;27888;104;121;29319;113;125;33404
5797081;5975373;398;27871;53;30247;48;28508;104;121;29305;113;124;33390
5797082;5975373;395;27665;49;29778;44;28039;120;135;28744;128;145;28744
5798974;5975373;387;27068;37;26733;33;26770;61;89;26132;55;78;26132
5798975;5975373;429;30041;46;30936;41;30974;84;103;30882;92;113;30882
5798976;5975373;429;30035;48;30824;43;30861;83;103;30876;91;113;30876
5798977;5975373;429;30042;49;32029;44;32067;84;103;30883;92;113;30883
5798978;5975373;393;27481;48;31500;42;31538;64;81;28355;72;103;28355
5798979;5975373;390;27304;48;31858;42;31896;61;77;28178;69;103;28178
5798980;5975373;390;27304;47;31018;41;31056;61;77;28179;69;103;28179
5798981;5975373;394;27576;49;31406;43;31444;65;81;28450;73;103;28450
5798982;5975373;390;27305;49;29470;44;27731;96;113;28739;104;118;28739
5798983;5975373;388;27179;52;29410;46;27671;94;113;28613;102;118;28613
5798984;5975373;388;27172;53;29402;48;27663;94;108;28606;102;118;28606
5798985;5975373;393;27537;50;29294;45;27555;99;115;28971;107;121;28971
5798986;5975373;391;27399;50;29560;45;27821;97;113;28833;105;121;28833
5798987;5975373;395;27655;53;30019;47;28280;101;116;29089;110;123;33174
5798988;5975373;389;27249;48;29254;43;27515;114;127;28328;122;135;28328
5800879;5975373;380;26572;37;26453;32;26491;54;74;25636;48;64;25636
5800880;5975373;384;26850;37;26729;33;26766;58;80;25915;52;71;25915
5800881;5975373;432;30246;35;26357;31;26394;86;103;31086;94;118;31086
5800882;5975373;391;27393;53;33531;47;33569;83;103;29125;91;113;29125
5800883;5975373;392;27428;52;33308;46;33346;83;103;29161;91;113;29161
5800884;5975373;391;27350;47;31317;42;31354;62;81;28248;70;103;28248
5800885;5975373;387;27086;46;31020;41;31057;59;75;28021;67;103;28021
5800886;5975373;385;26938;49;31310;43;31348;61;77;28164;69;103;28164
5800887;5975373;387;27058;49;31395;44;31432;65;81;28438;73;103;28438
5800888;5975373;379;26516;49;28586;43;26847;85;102;27950;93;109;27950
5800889;5975373;385;26920;50;29175;44;27436;90;108;28354;98;114;28354
5800890;5975373;386;26996;52;29088;46;27349;91;108;28430;99;114;28430
5800891;5975373;389;27207;49;28965;43;27226;95;113;28641;103;118;28641
5800892;5975373;388;27143;51;29439;45;27700;94;108;28577;102;118;28577
5800893;5975373;390;27305;52;29980;47;28241;96;113;28739;104;118;28739
5800894;5975373;388;27158;48;29260;43;27521;112;123;28237;120;135;28237
5800895;5975373;385;26918;49;29160;43;27421;109;120;27998;117;132;27998
5802783;5975373;378;26473;38;26451;33;26488;53;70;25538;47;64;25538
5802784;5975373;376;26354;39;26421;35;26459;51;70;25418;45;61;25418
5802785;5975373;380;26633;33;25927;29;25965;55;74;25697;49;64;25697
5802786;5975373;393;27530;35;26109;31;26147;85;103;29262;93;117;29262
5802787;5975373;390;27293;51;33342;45;33380;81;103;29025;89;113;29025
5802788;5975373;387;27095;51;33095;45;33133;78;103;28827;86;113;28827
5802789;5975373;387;27095;49;31558;43;31595;78;103;28827;86;113;28827
5802790;5975373;388;27164;47;31080;42;31118;63;81;28270;71;103;28270
5802791;5975373;381;26666;48;31353;42;31391;61;77;27628;69;103;27628
5802792;5975373;384;26902;48;31656;42;31694;65;81;27864;73;103;27864
5802793;5975373;376;26288;48;28527;43;26788;81;101;27722;89;108;27722
5802794;5975373;380;26623;48;28812;43;27074;86;103;28057;94;113;28057
5802795;5975373;380;26624;48;28813;43;27074;86;103;28058;94;113;28058
5802796;5975373;382;26738;49;29010;44;27271;88;107;28171;96;114;28171
5802797;5975373;387;27099;51;29330;45;27591;93;108;28533;101;115;28533
5802798;5975373;390;27273;52;29073;46;27334;95;113;28707;103;118;28707
5802799;5975373;380;26601;47;28573;42;26834;104;116;27681;112;122;27681
5802800;5975373;379;26522;47;28741;42;27002;103;115;27602;111;120;27602
5802801;5975373;384;26890;49;29100;44;27361;109;120;27970;117;129;27970
5804689;5975373;376;26308;37;26142;32;26179;50;68;25372;44;58;25372
5804690;5975373;373;26137;38;26133;34;26171;48;64;25201;42;55;25201
5804691;5975373;376;26337;37;26117;33;26155;55;74;25726;49;64;25726
5804692;5975373;379;26530;40;26556;36;26594;58;80;25918;52;71;25918
5804693;5975373;390;27294;52;33406;46;33444;81;103;29026;89;113;29026
5804694;5975373;384;26854;51;33012;45;33049;75;97;28587;83;108;28587
5804695;5975373;383;26780;48;31645;42;31682;74;95;28512;82;108;28512
5804696;5975373;379;26504;48;32094;43;32131;59;77;27493;67;103;27493
5804697;5975373;378;26436;48;31689;42;31727;58;71;27398;66;103;27398
5804698;5975373;385;26964;48;31757;42;31795;66;81;27926;74;103;27926
5804699;5975373;372;26066;47;28244;42;26505;78;101;27500;86;105;27500
5804700;5975373;372;26024;48;28184;42;26445;78;101;27458;86;105;27458
5804701;5975373;375;26274;50;28573;44;26834;81;101;27708;89;108;27708
5804702;5975373;376;26338;49;28391;43;26652;82;101;27772;90;108;27772
5804703;5975373;378;26487;48;28566;42;26827;84;102;27921;92;109;27921
5804704;5975373;381;26636;50;28965;45;27226;86;103;28069;94;113;28069
5804705;5975373;377;26357;46;28388;41;26649;101;111;27436;109;120;27436
5804706;5975373;376;26318;50;28677;45;26938;100;111;27397;108;120;27397
5804707;5975373;380;26592;51;29190;46;27451;104;116;27671;112;122;27671
5806593;5975373;376;26322;37;26239;33;26276;51;63;25387;45;58;25387
5806594;5975373;371;25953;36;25892;32;25929;45;63;25017;39;52;25017
5806595;5975373;370;25919;36;25774;32;25811;45;64;24984;39;52;24984
5806596;5975373;373;26104;33;25500;30;25537;52;70;25492;46;64;25492
5806597;5975373;378;26479;38;26410;33;26447;57;78;25867;51;71;25867
5806598;5975373;383;26789;38;26642;34;26679;62;87;26178;56;78;26178
5806599;5975373;381;26691;50;32763;44;32800;73;91;28423;81;108;28423
5806600;5975373;378;26463;50;32620;45;32657;69;91;28195;77;107;28195
5806601;5975373;375;26264;49;32015;43;32052;61;77;27606;69;103;27606
5806602;5975373;379;26546;49;31828;43;31865;60;77;27535;68;103;27535
5806603;5975373;381;26695;49;28189;44;26450;62;81;27684;70;103;27684
5806604;5975373;372;26062;47;28126;42;26387;78;101;27495;86;105;27495
5806605;5975373;368;25748;48;27989;43;26250;74;94;27182;82;104;27182
5806606;5975373;371;25936;48;28050;42;26311;76;100;27370;84;105;27370
5806607;5975373;373;26118;49;28412;44;26673;79;101;27552;87;108;27552
5806608;5975373;378;26439;51;28756;45;27018;84;102;27872;92;108;27872
5806609;5975373;382;26759;50;28937;45;27198;88;107;28193;96;114;28193
5806610;5975373;371;26002;47;28124;42;26385;96;109;27081;104;119;27081
5806611;5975373;374;26162;50;28529;44;26790;98;109;27241;106;119;27241
5806612;5975373;377;26408;52;28680;46;26941;102;111;27488;110;120;27488
5806613;5975373;400;28024;51;29978;46;28239;125;140;29104;133;147;29104
5808496;5975373;377;26379;37;26169;33;26206;55;65;25732;49;59;25732
5808497;5975373;381;26649;39;26617;34;26655;55;69;25714;49;64;25714
5808498;5975373;379;26545;38;26407;33;26445;54;70;25610;48;64;25610
5808499;5975373;367;25704;36;25632;32;25669;46;64;25093;40;55;25093
5808500;5975373;371;25995;32;25205;29;25243;51;70;25383;45;58;25383
5808501;5975373;383;26830;38;26719;34;26757;62;89;26218;56;78;26218
5808502;5975373;383;26842;40;26917;36;26954;63;89;26230;57;78;26230
5808503;5975373;383;26789;52;32891;46;32929;74;97;28521;82;108;28521
5808504;5975373;378;26477;50;32511;44;32549;70;91;28209;78;107;28209
5808505;5975373;373;26097;49;32190;43;32228;64;81;27829;72;103;27829
5808506;5975373;372;26011;49;28159;43;26420;64;81;27817;72;103;27817
5808507;5975373;368;25793;47;27963;42;26224;72;90;27035;80;104;27035
5808508;5975373;366;25608;47;27664;41;25925;69;90;26850;77;102;26850
5808509;5975373;365;25552;46;27739;41;26000;71;90;26986;79;102;26986
5808510;5975373;369;25853;50;28228;44;26489;75;100;27287;83;104;27287
5808511;5975373;368;25732;53;28630;47;26891;73;94;27166;81;104;27166
5808512;5975373;371;25976;52;28815;46;27076;95;109;27055;103;119;27055
5808513;5975373;368;25775;46;27614;41;25875;93;106;26854;101;117;26854
5808514;5975373;367;25690;46;27874;40;26135;91;106;26769;99;113;26769
5808515;5975373;371;25981;46;28138;41;26399;96;109;27060;104;119;27060
5808516;5975373;375;26218;50;28597;45;26858;99;109;27297;107;119;27297
5808517;5975373;380;26629;53;28783;47;27044;103;113;26950;112;121;26950
5808518;5975373;386;27014;54;30257;48;28518;108;119;27335;117;131;27335
5810399;5975373;373;26115;37;25773;33;25810;51;71;25151;46;62;25151
5810400;5975373;376;26293;39;26200;35;26237;53;73;25328;48;65;25328
5810401;5975373;383;26838;40;26753;36;26791;58;72;25902;52;70;25902
5810402;5975373;363;25383;36;25278;32;25316;48;65;25235;42;55;25235
5810403;5975373;364;25455;35;25606;31;25643;49;65;25248;43;55;25248
5810404;5975373;373;26101;35;25212;32;25249;52;70;25489;46;64;25489
5810405;5975373;384;26886;39;26872;35;26909;63;89;26275;57;78;26275
5810406;5975373;386;26992;39;26966;35;27004;65;89;26380;59;78;26380
5810407;5975373;388;27157;51;28634;45;26895;67;89;26545;61;80;26545
5810408;5975373;377;26412;49;28300;43;26561;69;91;28144;77;103;28144
5810409;5975373;369;25800;48;27924;42;26186;61;77;26789;69;103;26789
5810410;5975373;366;25611;48;27747;43;26008;58;75;26599;66;102;26599
5810411;5975373;369;25865;48;27911;42;26172;73;90;27106;81;104;27106
5810412;5975373;362;25316;46;27607;41;25868;65;80;26557;73;98;26557
5810413;5975373;359;25158;46;27394;41;25655;65;80;26592;73;98;26592
5810414;5975373;362;25330;48;27656;42;25917;68;86;26763;76;101;26763
5810415;5975373;368;25737;52;27973;46;26234;74;94;27171;82;104;27171
5810416;5975373;363;25420;47;27402;42;25663;88;100;26499;96;108;26499
5810417;5975373;363;25387;45;27481;40;25742;87;97;26467;95;107;26467
5810418;5975373;366;25646;47;27911;41;26172;91;106;26725;99;113;26725
5810419;5975373;374;26180;49;28262;44;26523;98;109;27259;106;119;27259
5810420;5975373;377;26401;51;28665;46;26926;102;111;27480;110;120;27480
5810421;5975373;380;26617;52;28772;47;27033;103;113;26938;112;121;26938
5810422;5975373;384;26859;51;30092;46;28353;106;116;27180;115;125;27180
5810423;5975373;404;28262;50;29472;45;29472;126;145;29981;131;147;32209
5810457;5975373;391;27371;40;29115;36;29154;77;86;35490;74;82;27930
5810458;5975373;387;27087;41;29669;37;29708;72;82;36849;70;80;27674
5810462;5975373;383;26837;44;31095;39;31134;57;69;33636;54;66;33636
5810463;5975373;383;26831;44;31167;39;31206;54;66;33133;51;63;33133
5810464;5975373;384;26872;45;31576;40;31615;56;64;33248;53;62;33248
5812300;5975373;367;25681;36;25381;32;25418;45;65;24716;40;57;24716
5812301;5975373;370;25912;39;25858;35;25895;48;67;24948;43;62;24948
5812302;5975373;375;26219;42;26285;38;26322;52;73;25254;47;64;25254
5812303;5975373;363;25396;40;26818;36;26856;57;71;25807;51;64;25807
5812304;5975373;359;25142;35;25049;31;25086;53;67;25560;47;64;25560
5812305;5975373;360;25192;32;24617;28;24655;54;67;25618;48;64;25618
5812306;5975373;362;25305;38;25475;34;25512;57;69;24385;51;64;24385
5812307;5975373;363;25444;37;25353;33;25391;58;73;24524;52;70;24524
5812308;5975373;368;25765;38;26569;34;26607;76;87;25736;70;84;25736
5812309;5975373;368;25777;50;28568;44;26829;76;89;25749;70;84;25749
5812310;5975373;371;25974;50;28374;44;26635;79;91;25946;73;89;25946
5812311;5975373;368;25746;48;27928;42;26189;60;77;26735;68;103;26735
5812312;5975373;364;25448;47;27676;42;25937;57;71;26492;65;97;26492
5812313;5975373;361;25276;47;27387;41;25648;60;76;26706;68;101;26706
5812314;5975373;360;25204;46;27403;41;25664;61;76;26263;69;95;26263
5812315;5975373;356;24899;45;27100;40;25361;63;80;26447;71;89;26447
5812316;5975373;359;25101;48;27471;43;25732;66;81;26139;74;101;26139
5812317;5975373;362;25347;50;27878;45;26139;69;90;26385;77;102;26385
5812318;5975373;361;25284;45;27260;40;25521;86;97;26363;94;107;26363
5812319;5975373;359;25137;47;27490;42;25751;83;96;26216;91;105;26216
5812320;5975373;371;25979;46;27979;41;26240;96;109;27058;104;119;27058
5812321;5975373;371;26001;49;28347;43;26608;96;109;27080;104;119;27080
5812322;5975373;374;26202;52;28775;47;27036;95;108;26407;104;116;29182
5812323;5975373;378;26459;52;28121;47;26382;99;113;26664;108;119;29439
5812324;5975373;385;26936;52;29661;47;29661;107;118;27257;116;126;27257
5812325;5975373;403;28222;50;29480;45;29480;126;145;29942;130;146;32170
5812353;5975373;367;25679;39;27638;35;27677;83;103;28529;77;98;25297
5812354;5975373;370;25885;39;27857;35;27896;86;104;28734;80;101;25503
5812355;5975373;378;26436;38;27995;33;28034;93;103;38252;90;102;29077
5812356;5975373;376;26318;40;28417;36;28456;91;102;38112;88;101;28937
5812358;5975373;395;27632;44;29097;40;29136;79;90;37395;78;88;35780
5812359;5975373;392;27431;41;29126;37;29165;78;86;35578;75;86;35578
5812360;5975373;387;27096;41;30075;37;30114;72;82;36858;70;80;27683
5812361;5975373;385;26957;41;30047;37;30086;67;77;36548;66;76;27373
5812362;5975373;382;26744;45;30652;41;30691;62;73;34466;59;74;26906
5812363;5975373;380;26631;42;30582;38;30621;61;71;34349;57;73;26792
5812364;5975373;380;26598;44;30825;39;30864;55;70;33518;52;66;33518
5812365;5975373;381;26695;45;31293;40;31332;55;69;33511;52;66;33511
5812366;5975373;380;26598;46;31972;41;32011;55;64;34342;55;64;33964
5814173;5975373;433;30306;61;36597;54;36623;81;106;30332;83;112;30660
5814174;5975373;443;30985;62;37237;55;37263;90;106;31011;93;119;31338
5814175;5975373;444;31076;60;35739;53;35765;92;111;31102;94;119;31430
5814176;5975373;413;28924;54;34124;47;34150;122;136;33500;124;146;33500
5814201;5975373;364;25495;38;25400;33;25438;42;65;24530;37;57;24530
5814202;5975373;368;25745;40;25061;35;25099;45;65;24780;40;57;24780
5814203;5975373;375;26236;40;25994;35;26032;53;73;25272;48;64;25272
5814204;5975373;360;25186;37;25082;33;25119;55;67;24266;49;64;24266
5814205;5975373;356;24917;35;24715;31;24753;51;63;23997;45;61;23997
5814206;5975373;356;24914;33;24470;29;24508;51;63;23994;45;58;23994
5814207;5975373;358;25062;35;25108;31;25145;53;65;24142;47;64;24142
5814208;5975373;360;25224;36;25244;32;25282;55;67;24304;49;64;24304
5814209;5975373;366;25617;37;26396;33;26434;74;86;25589;68;84;25589
5814210;5975373;365;25554;39;26389;35;26426;73;86;25526;67;81;25526
5814211;5975373;368;25771;52;28617;46;26878;76;87;25742;70;84;25742
5814212;5975373;369;25827;50;28089;44;26350;61;77;26816;69;103;26816
5814213;5975373;364;25482;50;28009;44;26270;62;77;26844;70;101;26844
5814214;5975373;359;25130;47;27258;41;25519;59;75;26122;67;98;26122
5814215;5975373;357;24992;48;27297;42;25558;57;71;25984;65;88;25984
5814216;5975373;353;24731;46;26975;41;25236;61;76;25769;69;95;25769
5814217;5975373;354;24753;49;26930;44;25191;61;76;25791;69;95;25791
5814218;5975373;355;24820;50;27566;44;25827;62;77;25857;70;95;25857
5814219;5975373;358;25079;45;27170;40;25431;83;95;26158;91;105;26158
5814220;5975373;356;24895;47;27250;42;25511;80;95;25974;86;98;25141
5814221;5975373;375;26245;50;28329;44;26590;99;110;27324;107;119;27324
5814222;5975373;375;26265;51;28519;46;26780;100;110;27344;108;119;27344
5814223;5975373;371;25984;51;28042;46;26303;92;105;26189;101;111;28964
5814224;5975373;371;25937;52;28130;47;26391;91;105;26142;100;108;28918
5814225;5975373;403;28218;53;29711;48;29711;126;145;29937;130;146;32165
5814226;5975373;400;27983;50;29536;45;29536;122;140;29702;129;140;31931
5814227;5975373;395;27669;49;29402;44;29402;118;133;29388;124;137;31616
5814253;5975373;360;25165;43;27686;39;27725;76;97;28015;75;92;28015
5814254;5975373;362;25357;43;27900;38;27939;57;76;26712;56;80;26712
5814255;5975373;361;25304;42;28075;38;28114;57;76;26658;56;73;26658
5814256;5975373;380;26597;41;28478;36;28517;95;104;38413;92;103;29238
5814257;5975373;386;27044;40;28961;35;29000;100;111;38838;97;106;26662
5814258;5975373;382;26745;41;28803;36;28842;96;106;38539;93;104;26363
5814259;5975373;385;26966;44;29072;39;29111;99;109;38760;96;106;26584
5814260;5975373;392;27407;45;31498;41;31537;78;86;35555;75;86;35555
5814261;5975373;388;27152;43;30270;38;30309;73;82;36915;71;81;27740
5814262;5975373;386;27012;42;30143;37;30182;64;75;36349;63;75;27174
5814263;5975373;384;26900;42;30402;38;30441;64;75;34621;61;75;27061
5814264;5975373;378;26471;42;30459;37;30498;59;71;34212;56;68;34212
5814265;5975373;374;26207;42;30696;38;30735;54;63;33862;51;64;33862
5814266;5975373;374;26176;45;31157;40;31196;60;74;34282;56;70;35423
5814267;5975373;375;26283;48;32589;42;32628;53;66;34490;53;66;34113
5814268;5975373;373;26099;47;32454;42;32493;50;61;34286;50;61;33909
5816065;5975373;438;30661;60;36892;52;35945;87;106;30787;90;119;31114
5816068;5975373;428;29950;59;36200;51;35253;77;93;30076;79;112;30403
5816069;5975373;431;30162;58;35518;51;35545;80;106;30288;82;112;30616
5816070;5975373;418;29240;58;35514;51;35540;65;80;29266;68;100;29594
5816071;5975373;418;29235;58;35358;51;35384;66;81;29321;69;100;29648
5816072;5975373;419;29328;55;34531;49;34557;67;82;29414;70;100;29741
5816073;5975373;404;28298;56;34394;50;34421;72;87;29706;74;100;30034
5816074;5975373;399;27940;55;34052;49;34078;86;103;30678;88;113;31006
5816075;5975373;414;28985;55;34197;48;34223;123;139;33561;125;151;33561
5816099;5975373;374;26183;37;25808;32;25846;52;73;25207;47;68;25207
5816100;5975373;359;25115;35;24891;31;24928;44;62;24646;39;57;24646
5816101;5975373;358;25030;38;24919;33;24957;49;68;25037;44;62;25037
5816102;5975373;357;25025;36;24429;32;24467;50;68;24067;45;62;24067
5816103;5975373;357;24957;35;24990;31;25028;52;63;24037;46;61;24037
5816104;5975373;353;24688;35;24739;30;24777;48;59;23768;42;55;23768
5816105;5975373;353;24699;32;24220;29;24258;48;59;23779;42;55;23779
5816106;5975373;356;24901;35;24825;31;24863;51;63;23981;45;58;23981
5816107;5975373;361;25244;36;25215;32;25252;56;67;24324;50;64;24324
5816108;5975373;363;25443;35;25323;31;25361;71;82;25415;65;81;25415
5816109;5975373;361;25248;39;26115;34;26153;68;80;25220;62;78;25220
5816110;5975373;364;25477;39;26356;35;26393;72;82;25449;66;81;25449
5816111;5975373;364;25505;41;26823;37;26860;74;89;28914;73;89;25960
5816112;5975373;363;25385;41;27216;36;27253;72;97;28794;87;101;26872
5816113;5975373;357;25019;48;27319;43;25580;60;76;26190;68;95;26190
5816114;5975373;353;24719;46;26876;40;25137;56;71;25713;64;88;25713
5816115;5975373;349;24458;45;26602;39;24863;57;71;25728;65;85;25728
5816116;5975373;350;24466;48;26829;42;25090;57;71;25504;65;85;25504
5816117;5975373;353;24712;48;26819;42;25080;60;76;25750;68;95;25750
5816118;5975373;353;24688;44;26602;39;24863;82;91;24934;83;98;24934
5816119;5975373;353;24715;48;27147;42;25408;82;92;24960;83;98;24960
5816120;5975373;375;26224;53;28584;48;26845;95;110;26429;104;116;29204
5816121;5975373;373;26090;50;28455;45;26716;93;107;26295;102;112;29070
5816122;5975373;367;25691;47;27748;42;26009;88;98;25896;97;107;28671
5816123;5975373;367;25675;50;27984;45;26245;87;98;25880;96;107;28656
5816124;5975373;368;25748;52;28073;46;26334;88;100;25952;97;107;28728
5816125;5975373;401;28041;54;29792;49;29792;123;142;29760;132;146;29760
5816126;5975373;398;27889;52;29566;47;29566;121;135;29608;128;137;31837
5816127;5975373;392;27454;49;29064;44;29064;115;129;29173;121;132;31402
5816152;5975373;350;24506;43;27531;38;27570;61;80;26972;60;80;26972
5816153;5975373;361;25260;43;28332;39;28371;56;76;26614;55;73;26614
5816154;5975373;358;25045;46;27902;41;27939;57;76;26539;53;67;26399
5816155;5975373;359;25125;46;27999;41;28037;58;76;26619;53;70;26479
5816156;5975373;386;27022;41;29012;36;29051;100;111;38816;97;106;26640
5816157;5975373;385;26946;43;28973;38;29012;99;109;38740;95;106;26564
5816158;5975373;374;26198;46;31529;41;31568;71;82;36129;69;77;37299
5816159;5975373;374;26159;46;31479;41;31518;70;79;37638;69;77;37260
5816160;5975373;374;26158;43;30726;39;30765;70;79;37637;69;77;37259
5816161;5975373;379;26502;45;31640;41;31679;73;84;37981;71;79;36434
5816162;5975373;371;25947;45;31644;40;31683;60;70;29364;56;69;34730
5816163;5975373;371;25958;45;31268;40;31307;58;67;29705;54;64;34074
5816164;5975373;371;25994;43;30931;38;30970;52;64;35450;51;64;35073
5816165;5975373;370;25930;44;31226;39;31265;52;65;35146;51;64;34768
5816166;5975373;369;25844;45;31543;40;31582;54;69;35258;53;67;34881
5816167;5975373;368;25742;49;32325;44;32364;50;62;34302;50;64;33924
5817963;5975373;443;30981;60;37258;52;36311;92;111;31107;94;119;31435
5817964;5975373;439;30714;61;37046;53;36100;88;106;30840;90;119;31168
5817965;5975373;436;30551;60;36663;52;35717;86;106;30677;88;113;31005
5817966;5975373;433;30288;60;36548;52;35602;82;106;30415;84;112;30742
5817967;5975373;420;29396;59;35903;51;34804;71;87;29660;73;100;29988
5817968;5975373;419;29329;57;35443;50;35470;66;81;29331;69;100;29658
5817969;5975373;415;29052;57;35244;50;35270;62;80;29054;65;100;29381
5817970;5975373;414;28984;56;34900;49;34927;63;80;29070;65;100;29397
5817971;5975373;407;28467;55;34580;48;34606;66;81;29336;69;100;29663
5817972;5975373;402;28123;55;34249;48;34276;71;85;29635;73;100;29962
5817973;5975373;397;27785;54;33897;47;33924;83;103;30524;86;113;30851
5817974;5975373;395;27646;53;33690;47;33716;81;103;30384;84;112;30712
5817975;5975373;388;27161;54;33368;47;33394;83;103;30524;86;113;30851
5817976;5975373;386;27023;52;33011;46;33037;91;103;32432;91;119;31236
5817977;5975373;385;26916;52;32702;46;32728;90;110;32325;95;119;31491
5817997;5975373;375;26240;39;25877;35;25914;52;73;25264;47;69;25264
5817998;5975373;376;26295;39;25994;35;26031;53;73;25319;48;73;25319
