from_id;to_id;walk_t;walk_d;car_r_t;car_r_d;car_m_t;car_m_d;pt_r_t;pt_r_tt;pt_r_d;pt_m_t;pt_m_tt;pt_m_d
5808510;5902043;209;14603;40;18885;35;17108;55;80;15648;63;84;15648
5808511;5902043;207;14482;43;19286;38;17510;54;74;15527;62;84;15527
5808512;5902043;210;14726;42;19472;38;17695;76;89;15416;84;99;15416
5808513;5902043;207;14525;36;18270;32;16494;73;86;15215;81;97;15215
5808514;5902043;206;14440;36;18531;32;16754;71;86;15130;79;93;15130
5808515;5902043;210;14731;37;18795;32;17018;76;89;15421;84;99;15421
5808516;5902043;214;14968;40;19254;36;17477;79;89;15658;87;99;15658
5808517;5902043;220;15379;43;19440;39;17663;83;93;15311;92;101;15311
5808518;5902043;225;15764;44;20914;40;19137;88;99;15696;97;111;15696
5810399;5902043;211;14783;28;16147;24;16146;46;62;14016;45;59;15065
5810400;5902043;214;14960;30;16573;26;16573;49;65;14194;46;61;15922
5810401;5902043;222;15505;30;17127;27;17127;48;67;15816;45;63;15816
5810402;5902043;201;14051;26;15652;23;15652;38;56;15149;35;49;15149
5810403;5902043;202;14122;26;15980;22;15980;38;56;15162;35;49;15162
5810404;5902043;211;14768;26;15618;23;15868;42;63;15403;39;58;15403
5810405;5902043;222;15554;29;17245;26;17245;58;83;16250;50;72;16189
5810406;5902043;224;15659;29;17340;26;17340;60;83;16355;52;72;16294
5810407;5902043;226;15824;42;19291;36;17514;62;84;16520;54;74;16459
5810408;5902043;217;15162;40;18957;34;17180;49;71;16505;57;83;16505
5810409;5902043;208;14550;39;18581;33;16804;41;57;15150;49;83;15150
5810410;5902043;205;14361;39;18403;34;16627;38;55;14960;46;82;14960
5810411;5902043;209;14615;38;18567;33;16791;53;70;15467;61;84;15467
5810412;5902043;201;14066;37;18263;32;16486;45;60;14918;53;78;14918
5810413;5902043;199;13908;36;18050;32;16274;45;60;14953;53;78;14953
5810414;5902043;201;14080;38;18313;34;16536;48;66;15124;56;81;15124
5810415;5902043;207;14487;42;18629;37;16853;54;74;15532;62;84;15532
5810416;5902043;202;14170;37;18058;33;16281;68;80;14860;76;88;14860
5810417;5902043;202;14137;36;18137;32;16361;67;77;14828;75;87;14828
5810418;5902043;206;14396;37;18567;33;16791;71;86;15086;79;93;15086
5810419;5902043;213;14930;39;18919;35;17142;78;89;15620;86;99;15620
5810420;5902043;216;15151;41;19322;37;17545;82;91;15841;90;100;15841
5810421;5902043;220;15367;43;19429;38;17652;83;93;15299;92;101;15299
5810422;5902043;223;15609;42;20749;37;18972;86;96;15541;95;106;15541
5810423;5902043;251;17538;40;19834;36;19833;107;125;18342;116;129;18342
5810457;5902043;314;21956;36;25392;32;25396;85;95;26718;85;95;40759
5810458;5902043;312;21819;37;25947;32;25950;81;91;26463;81;93;40504
5810462;5902043;313;21900;40;27373;35;27376;68;79;38905;65;79;38905
5810463;5902043;313;21899;40;27445;35;27448;64;77;26045;63;77;38403
5810464;5902043;319;22324;41;27854;36;27857;67;77;38517;64;76;38517
5812300;5902043;205;14348;26;15754;23;15754;40;55;13582;38;55;14630
5812301;5902043;208;14580;29;16232;26;16231;43;56;13813;42;59;14862
5812302;5902043;213;14886;33;16658;29;16658;47;65;14120;46;60;15168
5812303;5902043;201;14063;31;17192;27;17192;46;63;15721;43;58;15721
5812304;5902043;197;13809;26;15423;22;15422;43;56;15474;40;58;15474
5812305;5902043;198;13860;22;14991;19;14991;44;56;15532;41;58;15532
5812306;5902043;200;13973;28;15849;25;15848;46;60;14299;43;58;14299
5812307;5902043;202;14111;28;15727;24;15727;48;65;14438;45;63;14438
5812308;5902043;206;14432;28;16943;25;16943;69;80;68454;63;77;15650
5812309;5902043;206;14445;41;19224;36;17448;70;82;68466;63;77;15663
5812310;5902043;209;14642;40;19031;35;17254;69;82;18315;66;82;15860
5812311;5902043;207;14496;39;18585;34;16808;40;57;15096;48;83;15096
5812312;5902043;203;14198;38;18333;33;16556;37;51;14852;45;77;14852
5812313;5902043;200;14026;37;18043;32;16267;40;56;15067;48;81;15067
5812314;5902043;199;13954;37;18060;32;16283;41;56;14624;49;75;14624
5812315;5902043;195;13649;36;17757;31;15980;43;60;14808;51;69;14808
5812316;5902043;198;13851;39;18128;34;16351;46;61;14500;54;81;14500
5812317;5902043;201;14097;41;18535;36;16758;49;70;14746;57;82;14746
5812318;5902043;200;14034;36;17916;31;16140;66;77;14724;74;87;14724
5812319;5902043;198;13887;38;18147;33;16370;64;76;14577;72;85;14577
5812320;5902043;210;14729;36;18636;32;16859;76;89;15419;84;99;15419
5812321;5902043;211;14751;39;19004;35;17227;76;89;15441;84;99;15441
5812322;5902043;214;14952;43;19431;39;17655;75;88;14768;84;96;17543
5812323;5902043;217;15209;43;18778;38;17001;79;93;15025;88;99;17800
5812324;5902043;224;15686;42;20022;38;20022;87;98;15618;96;107;15618
5812325;5902043;250;17499;40;19841;36;19840;106;125;18302;115;127;18302
5812353;5902043;284;19855;35;23915;31;23919;102;117;28587;94;114;21438
5812354;5902043;287;20060;35;24135;30;24138;105;116;28792;97;115;21643
5812355;5902043;294;20612;34;24272;29;24276;101;112;27866;103;115;43144
5812356;5902043;293;20494;36;24694;31;24698;99;112;27726;101;113;43004
5812358;5902043;323;22583;40;25374;35;25377;89;100;27009;89;102;41049
5812359;5902043;320;22381;37;25403;33;25406;86;95;26807;86;99;40848
5812360;5902043;315;22046;37;26352;33;26356;81;91;26472;81;93;40512
5812361;5902043;313;21908;37;26325;33;26328;80;87;40203;77;89;40203
5812362;5902043;311;21747;41;26929;37;26933;70;83;25694;72;88;40973
5812363;5902043;309;21634;38;26859;33;26863;68;80;25578;70;86;40856
5812364;5902043;309;21661;40;27102;35;27106;64;79;25554;63;79;38787
5812365;5902043;311;21762;41;27570;36;27574;65;78;25661;63;79;38780
5812366;5902043;316;22102;42;28250;37;28253;67;77;39611;67;78;39234
5814173;5902043;284;19860;50;21662;43;21543;62;93;20900;65;94;20900
5814174;5902043;293;20538;51;22302;44;22183;72;93;21579;75;101;21867
5814175;5902043;295;20630;50;26112;44;26101;73;97;21671;76;101;21958
5814176;5902043;264;18477;44;24498;39;24486;103;123;23740;106;128;24028
5814201;5902043;202;14162;28;15774;25;15774;37;55;13396;36;55;14444
5814202;5902043;206;14412;30;15435;27;15435;41;55;13646;39;55;14694
5814203;5902043;213;14904;30;16368;26;16368;48;65;14137;46;60;15186
5814204;5902043;198;13854;27;15456;24;15455;45;56;14180;42;58;14180
5814205;5902043;194;13584;25;15089;22;15089;41;53;13911;38;55;13911
5814206;5902043;194;13582;23;14844;20;14844;41;53;13908;38;52;13908
5814207;5902043;196;13729;26;15482;23;15481;43;55;14056;40;58;14056
5814208;5902043;198;13892;27;15618;24;15618;45;56;14218;42;58;14218
5814209;5902043;204;14285;27;16770;24;16770;64;79;17958;61;77;15503
5814210;5902043;203;14221;29;16762;26;16762;63;76;17894;60;74;15440
5814211;5902043;206;14438;43;19274;37;17497;70;80;68460;63;77;15656
5814212;5902043;208;14577;40;18745;35;16969;41;57;15177;49;83;15177
5814213;5902043;203;14232;41;18665;36;16889;42;57;15205;50;81;15205
5814214;5902043;198;13880;37;17914;32;16138;39;55;14483;47;78;14483
5814215;5902043;196;13742;39;17953;34;16177;37;51;14345;45;68;14345
5814216;5902043;193;13481;37;17631;32;15855;41;56;14130;49;75;14130
5814217;5902043;193;13503;40;17587;35;15810;41;56;14152;49;75;14152
5814218;5902043;194;13570;40;18222;35;16446;42;57;14218;50;75;14218
5814219;5902043;198;13829;35;17826;31;16050;63;75;14519;71;85;14519
5814220;5902043;195;13645;38;17906;33;16130;60;75;14335;66;78;13502
5814221;5902043;214;14995;40;18986;36;17209;79;90;15685;87;99;15685
5814222;5902043;214;15015;41;19175;37;17399;80;90;15705;88;99;15705
5814223;5902043;210;14734;42;18698;37;16921;72;85;14550;81;91;17325
5814224;5902043;210;14687;43;18787;38;17010;71;85;14503;80;89;17278
5814225;5902043;250;17494;43;20072;39;20072;106;125;18298;115;127;18298
5814226;5902043;247;17260;40;19897;36;19897;103;120;18063;112;121;18063
5814227;5902043;242;16945;39;19763;35;19763;98;113;17749;107;119;17749
5814253;5902043;276;19341;39;23964;34;23967;95;112;28073;94;110;31217
5814254;5902043;279;19536;39;24178;34;24181;73;93;26770;76;98;29914
5814255;5902043;278;19482;38;24353;33;24356;72;93;26716;75;91;29860
5814256;5902043;297;20773;36;24755;32;24759;103;113;28027;105;115;43306
5814257;5902043;303;21219;36;25238;31;25242;110;120;28451;111;119;43730
5814258;5902043;299;20921;36;25080;32;25084;106;116;28153;107;117;43431
5814259;5902043;302;21142;39;25350;35;25353;109;119;28374;110;119;43652
5814260;5902043;319;22358;41;27776;36;27779;86;95;26783;86;99;40824
5814261;5902043;316;22103;38;26547;34;26551;82;91;26528;82;94;40569
5814262;5902043;315;22015;37;26421;33;26424;74;85;25962;76;88;41241
5814263;5902043;313;21902;38;26680;33;26683;72;83;25850;74;89;41128
5814264;5902043;307;21474;38;26736;33;26740;66;79;25432;67;81;39482
5814265;5902043;304;21275;38;26973;34;26977;65;75;39132;62;77;39132
5814266;5902043;309;21624;40;27434;36;27438;68;82;25532;68;84;39552
5814267;5902043;311;21788;44;28867;38;28870;65;78;39760;65;79;39760
5814268;5902043;309;21604;43;28731;38;28735;62;74;39556;62;74;39556
5816065;5902043;289;20214;46;21244;39;21126;69;93;21355;72;101;21643
5816068;5902043;279;19503;45;20552;38;20434;63;80;20932;61;94;20644
5816069;5902043;282;19715;45;20432;38;20313;61;93;20856;64;94;20856
5816070;5902043;268;18794;46;20579;39;20460;48;63;19834;50;81;20122
5816071;5902043;268;18789;47;20423;40;20304;49;65;19889;51;81;20177
5816072;5902043;270;18881;46;24904;40;20840;50;66;19982;52;81;20269
5816073;5902043;255;17851;47;24768;41;24757;54;73;20275;56;82;20562
5816074;5902043;250;17493;46;24426;40;24415;73;90;23791;70;94;21534
5816075;5902043;265;18539;45;24570;39;24559;103;127;23802;106;132;24089
5816099;5902043;212;14850;27;16182;23;16182;47;65;14073;45;63;15121
5816100;5902043;197;13782;25;15265;22;15265;39;51;13512;37;55;14560
5816101;5902043;196;13697;28;15293;25;15293;43;53;67692;43;59;14951
5816102;5902043;196;13692;26;14803;23;14803;43;55;67687;44;59;13981
5816103;5902043;195;13624;26;15364;22;15364;41;53;13951;38;55;13951
5816104;5902043;191;13355;25;15113;22;15113;38;49;13682;35;49;13682
5816105;5902043;191;13366;22;14594;20;14594;38;49;13693;35;49;13693
5816106;5902043;194;13568;25;15199;22;15199;41;53;13895;38;52;13895
5816107;5902043;199;13911;26;15588;23;15588;45;56;14238;42;58;14238
5816108;5902043;202;14111;26;15697;22;15697;62;72;17814;58;74;15329
5816109;5902043;199;13916;29;16489;26;16489;62;72;67937;55;72;15134
5816110;5902043;202;14145;29;16729;26;16729;58;73;17547;59;74;15363
5816111;5902043;202;14155;31;17197;28;17196;54;77;17274;66;80;15874
5816112;5902043;200;14035;31;17589;28;17589;53;79;17154;68;86;15183
5816113;5902043;197;13769;39;17975;34;16198;40;56;14551;48;75;14551
5816114;5902043;192;13469;36;17533;31;15756;37;51;14074;45;68;14074
5816115;5902043;189;13208;35;17258;30;15481;37;51;14089;45;65;14089
5816116;5902043;189;13216;38;17485;34;15709;37;51;13865;45;65;13865
5816117;5902043;192;13462;38;17475;33;15699;40;56;14111;48;75;14111
5816118;5902043;192;13438;34;17258;30;15482;62;71;13294;63;78;13294
5816119;5902043;192;13465;38;17804;34;16027;62;72;13321;63;78;13321
5816120;5902043;214;14974;43;19240;39;17464;75;90;14790;84;96;17565
5816121;5902043;212;14840;40;19112;36;17335;73;87;14656;82;93;17431
5816122;5902043;206;14441;38;18405;34;16628;68;78;14256;77;87;17032
5816123;5902043;206;14425;41;18641;36;16864;68;78;14241;77;87;17016
5816124;5902043;207;14498;42;18729;38;16952;69;80;14313;78;87;17089
5816125;5902043;247;17318;44;20153;40;20152;103;122;18121;112;126;18121
5816126;5902043;245;17165;42;19927;38;19927;101;115;17969;110;119;17969
5816127;5902043;239;16730;39;19425;35;19425;95;109;17534;104;114;17534
5816152;5902043;267;18684;39;23808;34;23812;77;95;27030;79;97;30174
5816153;5902043;278;19438;39;24609;34;24613;72;93;26672;74;91;29816
5816154;5902043;275;19223;42;26799;37;26803;69;92;26457;71;85;29601
5816155;5902043;276;19303;42;26896;37;26900;70;92;26537;72;88;29681
5816156;5902043;303;21198;37;25290;32;25293;109;120;28430;111;119;43708
5816157;5902043;302;21122;39;25250;34;25254;109;119;28354;110;119;43632
5816158;5902043;302;21148;42;27806;37;27810;76;90;25404;81;90;41299
5816159;5902043;302;21109;42;27757;37;27760;76;87;25365;80;90;41261
5816160;5902043;302;21108;39;27003;35;27007;76;87;25364;80;90;41260
5816161;5902043;306;21453;41;27917;36;27921;81;92;25709;83;92;41704
5816162;5902043;299;20948;41;27921;36;27924;65;78;24849;67;82;39999
5816163;5902043;299;20961;41;27546;36;27549;63;76;25190;65;77;39344
5816164;5902043;304;21264;39;27208;34;27212;64;75;40720;63;77;40342
5816165;5902043;306;21435;40;27503;35;27507;64;76;40415;63;77;40038
5816166;5902043;305;21349;41;27820;35;27824;66;79;40528;65;80;40151
5816167;5902043;304;21246;45;28602;39;28606;63;74;39571;63;78;39571
5817963;5902043;293;20534;47;21610;40;21492;73;97;21675;76;101;21963
5817964;5902043;290;20267;48;21399;41;21280;69;93;21408;72;101;21696
5817965;5902043;287;20104;47;21016;40;20897;67;93;21245;70;94;21533
5817966;5902043;283;19842;46;20901;39;20782;63;93;20983;66;94;20983
5817967;5902043;271;18950;45;20103;38;19984;53;73;20228;55;82;20516
5817968;5902043;270;18882;44;20420;38;20301;49;65;19899;51;81;20187
5817969;5902043;266;18605;45;20309;38;20191;45;63;19622;47;81;19910
5817970;5902043;265;18538;46;20542;39;20423;45;63;19638;47;81;19926
5817971;5902043;257;18021;45;24953;39;20437;49;65;19904;51;81;20191
5817972;5902043;253;17677;45;24623;39;24612;53;70;20203;55;82;20491
5817973;5902043;248;17338;44;24271;38;24260;71;90;23636;68;94;21379
5817974;5902043;246;17199;43;24064;38;24052;69;89;23496;66;94;20953
5817975;5902043;239;16715;44;23742;38;23730;70;90;21092;68;94;21379
5817976;5902043;237;16576;42;23385;37;23373;71;90;22984;73;101;21764
5817977;5902043;235;16469;43;23076;37;23064;69;97;22876;77;101;22020
5817997;5902043;213;14907;29;16251;26;16251;48;65;14129;46;64;15178
5817998;5902043;214;14962;30;16368;26;16367;48;65;14185;47;69;15233
