from_id;to_id;walk_t;walk_d;car_r_t;car_r_d;car_m_t;car_m_d;pt_r_t;pt_r_tt;pt_r_d;pt_m_t;pt_m_tt;pt_m_d
5806593;5878087;304;21293;33;22173;29;22181;54;73;23342;65;78;30786
5806594;5878087;299;20924;33;21826;28;21834;49;71;22973;59;72;30417
5806595;5878087;298;20890;32;21708;28;21716;49;72;22939;59;72;30383
5806596;5878087;301;21075;30;21434;26;21442;56;80;23447;66;84;30892
5806597;5878087;306;21450;34;22344;29;22352;61;88;23822;71;91;31267
5806598;5878087;311;21760;34;22576;30;22584;77;99;31577;76;97;31577
5806599;5878087;283;19828;45;19773;39;19781;68;86;25905;67;98;23231
5806600;5878087;280;19600;46;19630;40;19638;65;86;25678;64;97;23003
5806601;5878087;277;19401;45;19484;38;19492;57;72;25088;56;92;22413
5806602;5878087;281;19683;45;27762;39;27770;56;72;25017;55;92;22343
5806603;5878087;283;19832;45;19205;39;19212;58;76;25166;57;92;22491
5806604;5878087;274;19198;43;19142;37;19149;74;96;24978;73;95;22303
5806605;5878087;270;18885;44;19005;38;19012;69;89;24664;68;94;21990
5806606;5878087;272;19073;43;19065;37;19073;72;95;24852;71;95;22177
5806607;5878087;275;19255;45;19428;39;19435;75;96;25034;74;97;22360
5806608;5878087;280;19576;46;19772;40;19780;79;97;25355;78;98;22680
5806609;5878087;284;19896;45;19953;40;19960;84;102;25675;83;105;23000
5806610;5878087;247;17269;42;19140;37;19147;88;102;21915;90;105;21915
5806611;5878087;249;17429;45;19545;39;19553;90;102;22075;92;105;22075
5806612;5878087;241;16896;47;19695;41;19703;94;103;22321;96;106;22321
5806613;5878087;230;16116;46;23997;39;23998;115;134;23325;119;137;23937
5808496;5878087;305;21350;34;22103;29;22111;59;75;23688;69;80;31132
5808497;5878087;309;21620;35;22551;30;22559;59;80;23669;69;84;31114
5808498;5878087;307;21516;34;22342;29;22349;58;82;23565;68;84;31010
5808499;5878087;295;20675;32;21566;27;21574;50;72;23048;60;75;30492
5808500;5878087;300;20966;29;21140;25;21147;54;79;23339;64;78;30783
5808501;5878087;311;21801;34;22653;29;22661;77;100;31618;76;97;31618
5808502;5878087;312;21813;36;22851;32;22859;78;100;31630;77;97;31630
5808503;5878087;285;19926;48;19902;41;19910;70;92;26003;69;98;23328
5808504;5878087;280;19614;45;19522;39;19529;65;86;25691;64;97;23016
5808505;5878087;275;19234;44;19201;38;19208;60;76;25312;59;92;22637
5808506;5878087;274;19148;44;19175;38;19182;60;76;25300;59;92;22625
5808507;5878087;270;18930;43;18978;37;18986;67;85;24517;66;94;21842
5808508;5878087;268;18745;42;18680;36;18687;65;85;24332;64;91;21658
5808509;5878087;267;18689;42;18755;36;18763;66;85;24468;66;90;23799
5808510;5878087;271;18990;45;19244;39;19252;71;95;24769;70;94;22094
5808511;5878087;270;18869;48;19645;42;19653;69;89;24648;68;94;21974
5808512;5878087;253;17682;47;19831;41;19839;87;102;21889;89;105;21889
5808513;5878087;250;17481;41;18629;36;18637;84;100;21688;86;105;21688
5808514;5878087;244;17106;41;18890;35;18897;83;100;21602;85;103;21602
5808515;5878087;241;16845;41;19154;36;19161;87;102;21894;89;105;21894
5808516;5878087;238;16668;45;19613;40;19621;90;102;21558;93;105;22131
5808517;5878087;234;16391;48;19799;42;19806;87;104;21383;90;105;21383
5808518;5878087;228;15940;48;24276;42;24277;93;110;21768;96;109;21768
5810399;5878087;301;21086;34;21707;29;21715;62;81;23138;70;82;23106
5810400;5878087;304;21264;36;22134;31;22142;64;83;23316;72;85;23284
5810401;5878087;312;21809;36;22688;32;22696;62;85;23858;72;89;31302
5810402;5878087;291;20354;32;21213;27;21220;52;73;23190;62;75;30635
5810403;5878087;292;20426;32;21540;27;21548;52;73;23204;63;75;30648
5810404;5878087;301;21072;31;21146;27;21154;56;80;23444;66;84;30889
5810405;5878087;312;21858;35;22806;31;22814;78;100;31675;77;97;31675
5810406;5878087;314;21963;35;22901;31;22909;80;100;31780;79;97;31780
5810407;5878087;316;22128;47;19650;40;19658;82;102;31945;81;99;31945
5810408;5878087;279;19549;44;19316;38;19323;64;86;25626;63;92;22952
5810409;5878087;271;18937;43;18940;37;18948;57;72;24271;56;92;21596
5810410;5878087;268;18748;44;18762;37;18770;54;70;24082;53;91;21407
5810411;5878087;271;19002;43;18926;37;18934;68;85;24589;67;94;21914
5810412;5878087;264;18452;41;18622;36;18630;60;75;24039;60;85;23370
5810413;5878087;261;18295;41;18409;35;18417;61;75;24074;60;85;21400
5810414;5878087;264;18466;43;18672;37;18680;63;81;24246;62;86;23577
5810415;5878087;270;18874;47;18988;41;18996;69;89;24653;68;94;21978
5810416;5878087;258;18065;42;18417;37;18425;79;95;21332;81;95;21332
5810417;5878087;249;17429;41;18496;35;18504;79;92;21300;81;95;21300
5810418;5878087;248;17352;42;18926;36;18934;83;100;21558;85;103;21558
5810419;5878087;242;16947;44;19278;39;19285;90;102;22093;92;105;22093
5810420;5878087;237;16595;46;19681;41;19689;89;102;21485;92;105;21485
5810421;5878087;231;16199;48;19788;42;19795;87;104;21370;90;105;21370
5810422;5878087;229;16061;46;24111;39;24112;90;106;21612;93;105;21612
5810423;5878087;223;15641;36;16712;32;16712;105;130;21322;108;124;21322
5810457;5878087;156;10895;25;13530;22;13532;54;64;12399;49;60;12399
5810458;5878087;152;10610;26;14085;23;14086;51;61;12143;46;58;12143
5810462;5878087;148;10360;29;15511;25;15513;39;46;18245;36;45;18245
5810463;5878087;148;10355;29;15583;25;15584;35;42;11802;34;41;17743
5810464;5878087;149;10396;30;15992;26;15994;36;41;12006;36;40;12006
5812300;5878087;295;20652;32;21315;28;21323;55;71;22704;63;78;22672
5812301;5878087;298;20884;35;21792;31;21800;59;72;22935;67;82;22903
5812302;5878087;303;21190;39;22219;34;22227;63;83;23241;71;84;23210
5812303;5878087;291;20366;37;22753;32;22760;60;80;23762;71;84;31207
5812304;5878087;287;20113;32;20983;27;20991;57;73;23516;67;84;30960
5812305;5878087;288;20164;28;20551;24;20559;58;73;23574;68;84;31018
5812306;5878087;290;20276;34;21409;30;21417;60;78;22341;70;84;29785
5812307;5878087;292;20415;34;21288;29;21295;62;82;22479;72;89;29923
5812308;5878087;285;19976;34;22503;30;22511;85;96;77575;91;99;24670
5812309;5878087;286;19988;46;19583;39;19591;85;98;77588;91;100;24683
5812310;5878087;288;20185;45;19390;39;19398;85;98;27436;94;103;24880
5812311;5878087;270;18883;44;18944;37;18951;56;72;24217;55;92;21542
5812312;5878087;265;18584;43;18692;36;18700;52;66;23974;51;83;21299
5812313;5878087;263;18413;42;18402;36;18410;55;71;24188;55;86;23519
5812314;5878087;262;18340;41;18419;36;18427;56;71;23746;55;84;21071
5812315;5878087;258;18036;41;18116;35;18124;59;75;23930;58;79;21255
5812316;5878087;261;18238;43;18487;38;18494;61;76;23621;61;86;20946
5812317;5878087;264;18484;45;18894;40;18901;65;85;23867;64;88;23198
5812318;5878087;256;17929;40;18275;35;18283;77;91;21196;79;95;21196
5812319;5878087;252;17605;42;18506;37;18513;75;89;21050;77;93;21050
5812320;5878087;253;17686;41;18995;36;19002;87;102;21892;89;105;21892
5812321;5878087;253;17708;44;19363;38;19371;88;102;21914;90;105;21914
5812322;5878087;239;16749;48;19790;42;19798;79;100;20840;82;102;20840
5812323;5878087;238;16684;47;19012;42;19144;83;104;21096;86;105;21096
5812324;5878087;236;16494;38;16901;34;16901;92;108;21690;95;105;21690
5812325;5878087;225;15740;35;16719;32;16719;105;130;21282;108;124;21282
5812353;5878087;158;11066;24;12054;21;12055;63;83;13138;63;78;13138
5812354;5878087;161;11271;24;12273;21;12275;66;83;13344;66;81;13344
5812355;5878087;169;11823;23;12411;20;12412;71;81;13546;66;79;13546
5812356;5878087;167;11705;25;12832;22;12834;69;80;13406;64;78;13406
5812358;5878087;159;11156;29;13512;26;13514;58;68;12689;53;66;12689
5812359;5878087;156;10954;26;13541;23;13543;55;64;12487;50;64;12487
5812360;5878087;152;10619;26;14491;23;14492;51;61;12152;46;58;12152
5812361;5878087;150;10480;26;14463;23;14464;46;57;11842;41;54;11842
5812362;5878087;147;10268;30;15068;27;15069;40;51;11375;35;51;11375
5812363;5878087;145;10155;27;14998;24;14999;38;48;11261;33;50;11261
5812364;5878087;145;10122;29;15240;25;15242;37;47;18127;34;44;18127
5812365;5878087;146;10218;30;15709;26;15710;37;46;18120;34;44;18120
5812366;5878087;145;10121;31;16388;27;16390;38;41;12102;38;41;12102
5814173;5878087;422;29513;57;32531;50;32527;99;125;39943;98;123;40326
5814174;5878087;431;30192;59;33171;51;33168;108;127;40622;107;130;41005
5814175;5878087;433;30284;56;31673;49;31670;110;130;40713;109;130;41096
5814176;5878087;402;28131;50;30058;43;30055;142;153;53362;138;157;43166
5814201;5878087;292;20466;34;21335;29;21342;53;71;22517;61;78;22486
5814202;5878087;296;20716;36;20995;31;21003;56;71;22767;64;78;22736
5814203;5878087;303;21207;36;21929;31;21936;63;83;23259;71;84;23227
5814204;5878087;288;20157;33;21016;28;21024;59;73;22222;69;84;29666
5814205;5878087;284;19888;31;20650;27;20658;55;69;21952;65;81;29397
5814206;5878087;284;19886;29;20405;25;20412;55;69;21950;65;78;29394
5814207;5878087;286;20033;32;21042;27;21050;57;71;22097;67;84;29541
5814208;5878087;289;20195;33;21179;28;21186;59;73;22260;69;84;29704
5814209;5878087;283;19828;33;22331;29;22338;80;95;27079;89;99;24523
5814210;5878087;282;19764;35;22323;31;22331;79;92;27016;87;99;30925
5814211;5878087;285;19981;47;19633;41;19641;85;96;77581;91;99;24676
5814212;5878087;271;18964;45;19104;39;19112;57;72;24298;56;92;21623
5814213;5878087;266;18618;45;19024;39;19032;57;72;24326;57;88;21651
5814214;5878087;261;18267;42;18273;36;18281;54;70;23604;53;85;20930
5814215;5878087;259;18129;43;18312;37;18320;52;66;23466;51;78;20792
5814216;5878087;255;17868;41;17990;36;17998;56;71;23251;55;82;20576
5814217;5878087;256;17890;44;17946;39;17953;56;71;23273;56;82;20598
5814218;5878087;257;17956;45;18581;39;18589;57;72;23340;57;82;20665
5814219;5878087;259;18112;40;18185;35;18193;75;88;20992;77;93;20992
5814220;5878087;256;17902;43;18265;37;18273;72;88;20808;74;87;20808
5814221;5878087;256;17951;45;19345;39;19352;91;102;22158;93;105;22158
5814222;5878087;257;17971;46;19534;41;19542;91;102;22178;93;105;22178
5814223;5878087;243;16980;46;18932;41;19065;76;96;20621;79;96;20621
5814224;5878087;246;17189;47;19021;42;19154;76;94;20575;79;93;20575
5814225;5878087;229;16046;38;16951;35;16951;105;130;21278;108;124;21278
5814226;5878087;226;15840;36;16776;32;16776;101;124;21044;104;121;21044
5814227;5878087;224;15705;36;16937;32;16937;97;118;20729;100;115;20729
5814253;5878087;151;10552;28;12102;25;12104;56;77;12624;56;71;12624
5814254;5878087;150;10523;28;12316;25;12317;37;55;11321;37;59;11321
5814255;5878087;150;10469;27;12491;24;12493;36;55;11268;36;53;11268
5814256;5878087;171;11984;26;12893;22;12895;73;83;13707;68;81;13707
5814257;5878087;178;12430;25;13376;22;13378;79;89;14132;74;85;14132
5814258;5878087;173;12132;26;13218;22;13220;75;85;13833;70;83;13833
5814259;5878087;176;12353;29;13488;25;13489;80;88;14131;73;85;14054
5814260;5878087;156;10931;30;15914;27;15916;55;64;12464;50;64;12464
5814261;5878087;153;10676;28;14685;24;14687;51;61;12208;46;59;12208
5814262;5878087;151;10536;27;14559;23;14560;43;54;11643;38;52;11643
5814263;5878087;149;10423;27;14818;24;14820;42;54;11530;37;52;11530
5814264;5878087;143;9994;27;14875;24;14876;39;49;11368;34;46;11368
5814265;5878087;139;9731;28;15112;24;15113;37;43;10940;32;42;10940
5814266;5878087;139;9699;30;15572;26;15574;42;53;11289;37;48;11289
5814267;5878087;140;9806;32;10579;26;10579;37;45;19100;34;44;12533
5814268;5878087;137;9622;31;10444;26;10444;34;40;18896;31;39;12329
5816065;5878087;428;29992;56;32826;48;31967;105;126;40398;104;130;40781
5816068;5878087;418;29281;55;32134;47;31275;95;111;39687;94;123;40070
5816069;5878087;421;29493;54;31453;46;31449;98;125;39899;97;123;40282
5816070;5878087;406;28447;54;31448;47;31445;83;96;38877;82;111;39260
5816071;5878087;406;28442;55;31292;47;31289;84;96;38932;83;111;39315
5816072;5878087;408;28535;52;30465;44;30462;85;99;39025;84;111;39408
5816073;5878087;393;27504;52;30329;45;30325;90;105;39317;89;112;39700
5816074;5878087;388;27147;52;29987;45;29983;94;117;42833;103;124;40672
5816075;5878087;403;28192;51;30131;44;30127;142;155;53423;139;161;43228
5816099;5878087;302;21154;33;21743;28;21750;62;83;23194;70;87;23162
5816100;5878087;287;20086;31;20825;27;20833;54;67;22633;62;78;22602
5816101;5878087;286;20001;34;20854;29;20862;59;69;76813;68;82;22992
5816102;5878087;286;19996;32;20364;27;20372;59;71;76808;69;82;22022
5816103;5878087;285;19928;32;20925;27;20932;55;69;21992;66;81;29437
5816104;5878087;281;19659;31;20674;26;20681;52;65;21723;62;75;29168
5816105;5878087;281;19670;28;20155;24;20163;52;65;21734;62;75;29179
5816106;5878087;284;19872;31;20760;27;20767;55;69;21936;65;78;29381
5816107;5878087;287;20070;32;21149;28;21157;60;73;22279;70;84;29724
5816108;5878087;281;19684;32;21257;27;21265;77;88;26936;85;99;30815
5816109;5878087;278;19459;35;22050;30;22057;78;88;77058;82;98;30620
5816110;5878087;277;19417;35;22290;31;22298;74;89;26668;86;98;30849
5816111;5878087;273;19144;37;22757;33;22765;68;92;25727;79;98;23839
5816112;5878087;272;19025;37;23150;32;23158;68;92;26276;77;98;23719
5816113;5878087;259;18156;44;18334;37;18342;55;71;23672;54;83;20998
5816114;5878087;255;17856;41;17892;35;17899;52;66;23196;51;78;20521
5816115;5878087;251;17595;40;17617;34;17625;52;66;23210;51;75;22541
5816116;5878087;251;17603;43;17844;37;17852;52;66;22986;52;75;22317
5816117;5878087;255;17849;43;17834;37;17842;56;71;23232;55;82;20558
5816118;5878087;255;17825;39;17617;34;17625;69;82;20601;71;87;20601
5816119;5878087;255;17852;43;18163;37;18171;69;82;20628;71;87;20628
5816120;5878087;257;18013;48;19599;43;19607;80;102;20862;83;102;20862
5816121;5878087;255;17879;45;19471;39;19478;78;98;20727;81;96;20727
5816122;5878087;250;17479;42;18639;37;18772;72;90;20328;75;93;20328
5816123;5878087;248;17347;45;18875;40;19007;72;90;20313;75;93;20313
5816124;5878087;251;17536;46;18963;41;19096;73;91;20385;76;93;20385
5816125;5878087;230;16078;39;17031;36;17031;102;128;21101;105;124;21101
5816126;5878087;228;15925;38;17127;34;17127;100;118;20949;103;118;20949
5816127;5878087;221;15490;35;16914;32;16914;94;114;20514;97;112;20514
5816152;5878087;141;9893;28;11946;25;11948;41;59;11581;41;59;11581
5816153;5878087;149;10425;28;12748;25;12749;36;55;11224;36;53;11224
5816154;5878087;146;10210;31;12317;28;12317;33;55;11008;33;47;11008
5816155;5878087;147;10290;31;12415;27;12415;34;55;11088;34;50;11088
5816156;5878087;177;12408;26;13428;22;13430;79;89;14110;74;85;14110
5816157;5878087;176;12333;28;13389;24;13390;80;88;14111;73;85;14034
5816158;5878087;139;9721;31;15945;27;15946;50;61;11161;45;56;11161
5816159;5878087;138;9682;31;15895;27;15896;46;58;10774;45;55;11122
5816160;5878087;138;9681;28;15142;25;15143;46;58;10773;45;55;11121
5816161;5878087;143;10026;30;16055;27;10857;55;62;11466;50;58;11466
5816162;5878087;135;9470;30;16059;25;10590;39;47;10606;34;47;10606
5816163;5878087;135;9482;30;15684;27;15685;37;45;10947;32;43;10947
5816164;5878087;136;9517;28;15346;25;15348;35;44;20060;32;43;10929
5816165;5878087;135;9454;29;15641;25;10224;36;46;19755;32;43;13188
5816166;5878087;134;9368;30;15959;25;10160;38;50;19868;34;45;13301
5816167;5878087;132;9265;33;10315;27;10315;34;42;18911;31;43;12344
5817963;5878087;433;30312;56;33192;48;32333;110;130;40718;109;130;41101
5817964;5878087;429;30045;57;32980;49;32122;106;126;40451;105;130;40834
5817965;5878087;427;29882;56;32597;48;31739;104;125;40288;103;124;40671
5817966;5878087;423;29620;56;32483;48;31624;100;125;40026;99;123;40409
5817967;5878087;412;28865;55;31837;47;30826;89;105;39271;88;112;39654
5817968;5878087;408;28536;53;31378;46;31374;84;96;38942;83;111;39325
5817969;5878087;404;28259;53;31179;46;31175;80;96;38665;79;111;39048
5817970;5878087;403;28191;52;30835;45;30831;81;96;38681;80;111;39064
5817971;5878087;395;27674;51;30514;44;30510;84;96;38946;83;111;39330
5817972;5878087;390;27330;51;30184;44;30180;89;102;39246;88;112;39629
5817973;5878087;386;26992;50;29832;43;29828;92;117;42678;100;124;40518
5817974;5878087;384;26853;49;29624;42;29621;90;115;42539;98;123;40378
5817975;5878087;377;26368;50;29303;43;29299;92;117;42700;100;124;40518
5817976;5878087;375;26230;48;28946;41;28942;91;117;42026;106;130;40902
5817977;5878087;373;26122;49;28636;42;28633;90;121;41919;109;130;41158
5817997;5878087;303;21211;35;21811;30;21819;63;83;23250;71;88;23219
5817998;5878087;304;21266;36;21928;31;21936;64;83;23306;72;92;23275
