from_id;to_id;walk_t;walk_d;car_r_t;car_r_d;car_m_t;car_m_d;pt_r_t;pt_r_tt;pt_r_d;pt_m_t;pt_m_tt;pt_m_d
5814219;5978593;409;28635;52;36848;45;35071;113;127;38025;123;135;38022
5814220;5978593;406;28451;54;36928;47;35151;110;127;37841;116;128;37004
5814221;5978593;426;29801;57;38007;50;36230;130;142;39191;138;149;39190
5814222;5978593;426;29820;58;38196;51;36420;130;142;39210;138;149;39209
5814223;5978593;422;29540;58;37719;51;35943;124;137;38055;126;140;42824
5814224;5978593;421;29493;59;37808;52;36032;123;137;38008;125;137;42777
5814225;5978593;462;32320;59;38966;53;38966;158;176;41803;154;171;43476
5814226;5978593;458;32086;57;38792;50;38792;155;171;41569;151;166;43246
5814227;5978593;454;31771;56;38657;50;38657;150;165;41254;146;162;42931
5814253;5978593;474;33158;50;37325;44;37065;107;128;39769;100;122;39754
5814254;5978593;476;33352;50;37539;44;37279;89;106;38684;82;108;38450
5814255;5978593;476;33298;49;37714;43;37454;88;106;38631;81;101;38397
5814256;5978593;494;34590;47;38116;41;37857;125;134;43857;122;132;44269
5814257;5978593;501;35036;47;38599;41;38340;131;140;44282;125;135;38277
5814258;5978593;496;34738;47;38441;41;38181;127;136;43981;121;134;37979
5814259;5978593;499;34959;50;38711;44;38451;130;139;44202;124;135;38200
5814260;5978593;517;36169;52;41137;46;40877;107;115;42614;99;114;47293
5814261;5978593;513;35914;49;39908;43;39648;104;112;42359;95;111;47038
5814262;5978593;512;35827;48;39782;42;39522;96;105;41793;92;105;39006
5814263;5978593;510;35714;49;40041;43;39781;94;105;41680;90;105;38894
5814264;5978593;504;35285;49;40098;43;39838;88;100;41263;80;97;45951
5814265;5978593;501;35087;49;40335;43;40075;85;93;45620;75;93;45601
5814266;5978593;501;35063;51;40795;45;40535;89;104;41362;81;100;46021
5814267;5978593;502;35170;55;42228;47;41968;85;95;46248;78;95;46229
5814268;5978593;500;34986;54;42093;47;41833;83;90;46044;76;90;46025
5816065;5978593;397;27804;57;33684;51;33617;115;129;34890;104;134;34549
5816068;5978593;387;27093;56;32992;50;32925;104;117;34179;94;127;33838
5816069;5978593;390;27305;55;32871;49;32804;107;127;34391;97;127;34050
5816070;5978593;382;26750;57;33019;51;32952;92;103;40750;83;115;33028
5816071;5978593;383;26784;57;32863;51;32796;93;104;40805;84;115;33083
5816072;5978593;384;26877;57;33398;51;33331;95;106;33517;85;115;33176
5816073;5978593;387;27079;58;33403;52;33336;99;111;33809;89;115;33468
5816074;5978593;399;27948;59;34371;53;34304;99;121;38289;103;127;34440
5816075;5978593;414;28993;62;43874;53;43863;125;152;39445;139;164;36996
5816099;5978593;404;28263;44;35486;37;35486;79;101;36823;75;95;36820
5816100;5978593;388;27195;42;34569;36;34569;71;90;36262;67;85;36259
5816101;5978593;387;27110;45;34597;39;34597;77;96;36652;73;89;36650
5816102;5978593;387;27105;43;34107;37;34107;78;96;35683;74;89;35680
5816103;5978593;387;27056;42;34668;36;34668;81;92;35655;68;86;30367
5816104;5978593;383;26787;42;34417;36;34417;77;88;35386;64;80;30098
5816105;5978593;383;26798;39;33898;34;33898;77;88;35397;64;80;30109
5816106;5978593;386;27000;42;34503;36;34503;80;92;35599;67;84;30311
5816107;5978593;391;27343;43;34893;37;34893;85;96;35942;72;89;30654
5816108;5978593;393;27524;42;35001;36;35001;101;112;37033;88;106;31745
5816109;5978593;390;27329;46;35793;40;35793;98;109;36838;85;104;31550
5816110;5978593;394;27558;46;36033;40;36033;101;112;37067;88;106;31779
5816111;5978593;401;28069;48;36501;42;36501;106;118;40782;95;116;32291
5816112;5978593;399;27958;48;36893;42;36893;105;127;40662;115;129;38485
5816113;5978593;408;28574;55;36996;48;35220;85;106;38058;100;126;38054
5816114;5978593;404;28275;53;36554;45;34777;82;101;37582;97;120;37577
5816115;5978593;400;28014;52;36279;44;34503;82;101;37596;97;116;37591
5816116;5978593;400;28022;55;36507;47;34730;82;101;37372;97;116;37367
5816117;5978593;404;28268;54;36497;47;34720;86;106;37618;101;126;37614
5816118;5978593;403;28244;51;36280;44;34503;114;123;39512;113;128;36797
5816119;5978593;404;28271;55;36825;48;35049;114;124;39539;113;128;36824
5816120;5978593;425;29780;60;38262;53;36485;128;142;38295;130;145;41042
5816121;5978593;424;29646;57;38133;50;36356;126;139;38161;127;141;42930
5816122;5978593;418;29246;54;37426;47;35650;120;130;37762;122;136;42530
5816123;5978593;418;29231;57;37662;50;35886;120;130;37746;121;136;42515
5816124;5978593;419;29303;59;37750;52;35974;121;132;37818;122;136;42587
5816125;5978593;459;32144;61;39047;54;39047;156;173;41626;152;171;43299
5816126;5978593;457;31991;59;38822;52;38822;153;166;41474;150;163;43151
5816127;5978593;451;31556;56;38319;49;38319;147;161;41039;143;157;42716
5816152;5978593;464;32500;49;37169;44;36909;92;110;38945;85;108;38710
5816153;5978593;475;33254;50;37971;44;37711;87;106;38587;80;101;38353
5816154;5978593;472;33039;53;37540;47;37540;84;106;38372;77;94;38138
5816155;5978593;473;33119;53;37638;46;37638;85;106;38452;78;98;38218
5816156;5978593;500;35015;48;38651;41;38391;131;140;44260;125;135;38256
5816157;5978593;499;34939;50;38612;43;38352;130;139;44182;124;135;38180
5816158;5978593;499;34960;53;41167;46;40908;98;112;41234;94;106;47769
5816159;5978593;499;34921;53;41118;46;40858;97;109;41196;94;105;47730
5816160;5978593;499;34920;50;40364;44;40105;97;109;41194;94;105;47729
5816161;5978593;504;35264;52;41278;46;41018;102;113;41539;96;108;48173
5816162;5978593;497;34759;52;41282;45;41022;86;98;40679;81;97;46468
5816163;5978593;497;34773;52;40907;46;40647;84;96;41020;78;94;45813
5816164;5978593;498;34880;50;40569;44;40309;84;94;47207;76;94;45682
5816165;5978593;497;34817;51;40864;45;40604;85;96;46903;78;94;46885
5816166;5978593;496;34731;52;41182;45;40922;86;100;47016;79;97;46997
5816167;5978593;495;34628;56;41963;49;41704;83;92;46059;76;93;46040
5817963;5978593;402;28124;57;34050;51;33983;119;135;35210;109;134;34869
5817964;5978593;398;27857;58;33838;52;33771;115;129;34943;105;134;34602
5817965;5978593;396;27694;57;33456;51;33388;113;127;34780;103;127;34439
5817966;5978593;392;27432;57;33341;51;33274;109;127;34518;99;127;34177
5817967;5978593;379;26539;55;32543;49;32475;98;111;33763;88;115;33422
5817968;5978593;383;26814;55;32859;49;32792;93;104;40815;84;115;33093
5817969;5978593;379;26537;56;32749;50;32682;89;103;40538;80;115;32816
5817970;5978593;379;26533;56;32981;50;32914;89;103;40554;80;115;32832
5817971;5978593;382;26708;56;32995;50;32928;93;104;40819;84;115;33097
5817972;5978593;386;27008;56;33314;50;33247;98;108;33738;88;115;33397
5817973;5978593;397;27792;58;34217;52;34149;97;121;38134;101;127;34285
5817974;5978593;395;27654;57;34009;51;33942;95;119;37995;99;127;34146
5817975;5978593;388;27169;59;34289;52;43035;97;121;38156;101;127;34286
5817976;5978593;386;27031;58;34512;51;42678;97;121;37482;106;132;34670
5817977;5978593;385;26923;59;42380;51;42368;95;123;37375;110;132;34926
5817997;5978593;405;28320;46;35555;40;35555;80;101;36879;76;97;36876
5817998;5978593;405;28376;46;35672;40;35672;81;101;36935;77;101;36932
