from_id;to_id;walk_t;walk_d;car_r_t;car_r_d;car_m_t;car_m_d;pt_r_t;pt_r_tt;pt_r_d;pt_m_t;pt_m_tt;pt_m_d
5804705;5878070;239;16718;35;14494;31;14494;91;102;18980;84;98;17331
5804706;5878070;238;16678;38;14783;34;14783;91;102;18941;83;98;17292
5804707;5878070;242;16953;40;15296;36;15296;95;108;19215;87;103;17566
5806593;5878070;239;16696;27;17524;23;17524;47;63;17993;56;71;19962
5806594;5878070;233;16326;26;17177;23;17177;42;63;17624;51;65;19592
5806595;5878070;233;16293;25;17059;22;17059;41;66;17590;50;65;19559
5806596;5878070;235;16477;23;16785;20;16785;49;73;18099;59;78;20067
5806597;5878070;241;16852;27;17695;24;17695;54;82;18474;64;83;20442
5806598;5878070;245;17163;28;17927;24;17927;68;92;20233;68;89;20753
5806599;5878070;244;17052;38;14864;33;14864;67;84;21592;60;90;18292
5806600;5878070;240;16824;39;14721;34;14721;64;84;21365;56;89;18064
5806601;5878070;237;16625;38;14574;33;14574;55;72;20775;48;84;17474
5806602;5878070;242;16907;38;23113;33;23113;54;72;20704;47;84;17404
5806603;5878070;244;17056;38;14295;33;14295;57;75;20853;49;84;17552
5806604;5878070;235;16422;36;14232;32;14232;73;95;20664;65;89;17364
5806605;5878070;230;16109;37;14095;32;14095;68;87;20351;61;87;17051
5806606;5878070;233;16296;36;14156;32;14156;71;93;20539;63;89;17238
5806607;5878070;235;16479;38;14518;33;14518;73;95;20721;66;90;17421
5806608;5878070;240;16799;39;14862;35;14862;78;96;21042;70;92;17741
5806609;5878070;245;17120;39;15043;34;15043;83;100;21362;75;99;18062
5806610;5878070;234;16363;35;14230;31;14230;86;101;18625;79;98;16976
5806611;5878070;236;16522;38;14635;34;14635;89;101;18785;81;98;17136
5806612;5878070;237;16556;40;14785;36;14785;92;102;19031;85;100;16847
5806613;5878070;239;16721;40;16084;36;16084;114;134;20035;107;128;18386
5808496;5878070;239;16753;27;17454;24;17454;52;66;18339;55;71;19990
5808497;5878070;243;17023;28;17902;25;17902;52;71;18320;62;78;20289
5808498;5878070;242;16919;27;17692;24;17692;50;74;18216;60;78;20185
5808499;5878070;230;16078;25;16917;22;16917;43;66;17699;52;68;19668
5808500;5878070;234;16369;22;16490;19;16490;47;73;17990;56;71;19958
5808501;5878070;246;17204;27;18004;24;18004;68;95;20274;69;89;20793
5808502;5878070;246;17216;30;18202;27;18202;68;95;20286;69;89;20805
5808503;5878070;245;17149;41;14992;36;14992;69;90;21690;61;90;18390
5808504;5878070;241;16837;38;14612;34;14612;64;84;21378;57;89;18078
5808505;5878070;235;16458;37;14291;33;14291;59;75;20998;51;84;17698
5808506;5878070;234;16372;37;14265;32;14265;58;75;20987;51;84;17686
5808507;5878070;231;16154;36;14069;31;14069;66;84;20204;59;87;16904
5808508;5878070;228;15969;35;13770;31;13770;63;84;20019;56;83;16719
5808509;5878070;227;15912;35;13845;31;13845;65;84;20155;58;84;18860
5808510;5878070;232;16214;38;14334;34;14334;70;93;20456;62;87;17156
5808511;5878070;230;16093;41;14736;37;14736;68;87;20335;60;87;17035
5808512;5878070;233;16336;40;14921;36;14921;86;101;18599;79;98;16950
5808513;5878070;231;16136;34;13720;30;13720;83;99;18398;76;98;16749
5808514;5878070;229;16050;34;13980;30;13980;82;99;18312;74;96;16664
5808515;5878070;233;16342;35;14244;31;14244;86;101;18604;79;98;16955
5808516;5878070;233;16328;38;14703;34;14703;88;101;18268;82;98;17192
5808517;5878070;231;16153;41;14889;37;14889;86;103;18093;79;98;16444
5808518;5878070;236;16538;42;16363;38;16363;91;109;18478;85;101;16829
5810399;5878070;236;16489;27;17058;24;17058;56;71;19207;48;66;17757
5810400;5878070;238;16667;29;17485;26;17485;58;74;19384;51;72;17935
5810401;5878070;246;17211;30;18039;26;18039;54;76;18509;64;81;20477
5810402;5878070;225;15757;25;16564;22;16564;45;65;17842;54;68;19810
5810403;5878070;226;15828;25;16891;22;16891;45;65;17855;54;68;19824
5810404;5878070;235;16474;25;16497;22;16497;49;73;18096;59;78;20064
5810405;5878070;247;17260;29;18157;26;18157;69;95;20331;70;89;20850
5810406;5878070;248;17366;29;18252;26;18252;71;95;20436;71;89;20955
5810407;5878070;250;17530;40;14740;35;14740;73;95;20601;74;90;21120
5810408;5878070;240;16772;38;14406;33;14406;63;84;21313;56;84;18013
5810409;5878070;231;16161;36;14030;32;14030;55;72;19958;48;84;16657
5810410;5878070;228;15972;37;13853;32;13853;53;69;19769;45;83;16468
5810411;5878070;232;16225;36;14017;32;14017;67;84;20276;60;87;16975
5810412;5878070;224;15676;35;13712;30;13712;59;74;19726;52;78;18431
5810413;5878070;222;15519;34;13500;30;13500;60;74;19761;52;78;16461
5810414;5878070;224;15690;36;13762;32;13762;62;80;19933;55;79;18638
5810415;5878070;230;16098;40;14079;36;14079;68;87;20340;60;87;17040
5810416;5878070;225;15780;35;13507;31;13507;78;95;18042;74;89;16394
5810417;5878070;225;15748;34;13587;30;13587;78;92;18010;73;89;16361
5810418;5878070;229;16006;35;14017;31;14017;81;99;18268;74;96;16620
5810419;5878070;236;16540;37;14368;33;14368;89;101;18803;81;98;17154
5810420;5878070;232;16255;39;14771;35;14771;87;101;18195;81;98;16546
5810421;5878070;231;16140;41;14878;37;14878;86;103;18080;79;98;16431
5810422;5878070;234;16382;40;16198;36;16198;89;106;18322;83;98;16673
5810423;5878070;216;15147;34;17729;31;17729;104;130;18032;98;116;16383
5810457;5878070;199;13928;23;14266;21;14270;66;80;17268;66;83;17268
5810458;5878070;197;13791;24;14820;22;14824;62;78;17012;62;78;17012
5810462;5878070;198;13873;27;16246;24;16250;48;65;16818;48;66;16818
5810463;5878070;198;13873;27;16318;24;16322;45;60;16595;45;63;16595
5810464;5878070;204;14298;28;16728;25;16731;48;62;16797;48;62;16797
5812300;5878070;229;16055;26;16666;22;16666;51;66;16696;42;60;17323
5812301;5878070;233;16286;29;17143;25;17143;55;66;16927;45;66;17554
5812302;5878070;237;16593;32;17570;28;17570;57;74;19310;50;70;17861
5812303;5878070;225;15769;30;18103;26;18103;53;72;18414;63;78;20382
5812304;5878070;222;15516;25;16334;22;16334;50;66;18167;60;78;20136
5812305;5878070;222;15566;21;15902;19;15902;50;66;18225;60;78;20193
5812306;5878070;224;15679;28;16760;25;16760;53;69;16992;63;78;18960
5812307;5878070;226;15817;27;16639;24;16639;55;75;17130;62;81;17256
5812308;5878070;231;16139;28;17854;25;17854;82;93;19792;79;90;18468
5812309;5878070;231;16151;39;14674;34;14674;82;95;19805;79;90;18481
5812310;5878070;234;16348;38;14480;33;14480;85;95;20002;82;91;18678
5812311;5878070;230;16107;37;14034;32;14034;55;72;19904;47;84;16604
5812312;5878070;226;15808;36;13782;31;13782;51;66;19661;44;76;16360
5812313;5878070;223;15636;35;13493;31;13493;54;71;19875;47;79;18580
5812314;5878070;222;15564;34;13509;30;13509;55;71;19433;47;78;16132
5812315;5878070;218;15260;34;13206;30;13206;58;74;19617;50;74;16316
5812316;5878070;221;15462;37;13577;32;13577;60;75;19308;53;79;16008
5812317;5878070;224;15708;39;13984;34;13984;64;84;19554;56;82;18259
5812318;5878070;223;15644;33;13366;30;13366;76;90;17906;72;89;16257
5812319;5878070;221;15497;35;13596;32;13596;74;87;17760;70;86;16111
5812320;5878070;233;16340;34;14085;30;14085;86;101;18602;79;98;16953
5812321;5878070;234;16362;37;14453;33;14453;86;101;18624;79;98;16975
5812322;5878070;223;15610;41;14881;37;14881;78;100;17550;72;95;15901
5812323;5878070;227;15866;41;14227;37;14227;82;103;17806;75;98;16157
5812324;5878070;235;16460;36;17918;33;17918;90;107;18400;84;98;16751
5812325;5878070;216;15108;34;17736;31;17736;103;130;17992;97;116;16344
5812353;5878070;169;11827;22;12789;20;12793;85;100;18749;69;94;11987
5812354;5878070;172;12032;22;13008;20;13012;86;100;18688;72;96;12192
5812355;5878070;180;12584;21;13146;19;13150;82;97;18416;82;98;18416
5812356;5878070;178;12466;23;13568;21;13572;80;97;18275;80;95;18275
5812358;5878070;208;14556;27;14248;25;14251;70;85;17558;70;90;17558
5812359;5878070;205;14355;24;14277;22;14280;67;80;17356;67;87;17356
5812360;5878070;200;14019;25;15226;22;15230;62;78;17021;62;78;17021
5812361;5878070;198;13881;25;15198;22;15202;58;76;16712;58;75;16712
5812362;5878070;196;13721;29;15803;26;15807;51;68;16244;51;73;16244
5812363;5878070;194;13607;26;15733;23;15737;49;65;16128;49;70;16128
5812364;5878070;195;13635;27;15976;24;15980;44;64;16103;44;65;16103
5812365;5878070;196;13736;28;16444;25;16448;46;64;16210;46;65;16210
5812366;5878070;201;14101;30;17123;26;17127;52;64;17056;52;66;17056
5814173;5878070;356;24916;51;27882;45;27871;100;121;27572;87;114;29724
5814174;5878070;366;25595;52;28522;46;28511;91;121;28047;97;121;30402
5814175;5878070;367;25686;49;27024;43;27013;92;124;28139;98;121;30494
5814176;5878070;336;23534;44;25409;38;25398;122;145;29805;125;145;30412
5814201;5878070;227;15869;27;16685;24;16685;49;66;16510;39;60;17137
5814202;5878070;230;16118;29;16346;26;16346;52;66;16760;43;60;17387
5814203;5878070;237;16610;29;17280;26;17280;57;74;19328;50;70;17878
5814204;5878070;222;15560;26;16367;23;16367;51;66;16873;61;78;18841
5814205;5878070;218;15291;24;16001;21;16001;48;63;16604;57;75;18572
5814206;5878070;218;15288;22;15755;20;15755;47;63;16601;56;71;18569
5814207;5878070;221;15435;25;16393;22;16393;50;66;16748;60;78;18717
5814208;5878070;223;15598;26;16530;23;16530;52;66;16911;62;78;18879
5814209;5878070;228;15991;27;17682;24;17682;79;92;19645;77;90;18321
5814210;5878070;228;15928;29;17674;26;17674;79;89;19581;76;89;18258
5814211;5878070;231;16144;40;14723;36;14723;82;93;19798;79;90;18474
5814212;5878070;231;16188;38;14195;34;14195;56;72;19985;48;84;16684
5814213;5878070;226;15842;39;14115;34;14115;56;72;20013;49;81;16712
5814214;5878070;221;15490;35;13364;30;13364;53;69;19291;45;78;15991
5814215;5878070;219;15353;36;13403;32;13403;51;66;19153;43;71;15853
5814216;5878070;216;15092;34;13080;30;13080;55;71;18938;47;75;15638
5814217;5878070;216;15113;37;13036;33;13036;55;71;18960;48;75;15659
5814218;5878070;217;15180;38;13672;34;13672;56;72;19027;49;75;15726
5814219;5878070;221;15440;33;13276;29;13276;73;85;17702;69;86;16053
5814220;5878070;218;15256;36;13356;32;13356;71;85;17518;66;81;15869
5814221;5878070;237;16606;38;14435;34;14435;90;101;18868;82;98;17219
5814222;5878070;238;16625;39;14625;35;14625;90;101;18888;83;98;17239
5814223;5878070;220;15391;39;14147;36;14147;75;96;17331;71;89;15682
5814224;5878070;219;15345;41;14236;37;14236;74;94;17285;71;86;15636
5814225;5878070;216;15103;37;17967;34;17967;103;130;17988;97;116;16339
5814226;5878070;212;14869;34;17793;31;17793;100;124;17754;94;113;16105
5814227;5878070;208;14554;34;18553;31;17953;96;118;17439;89;107;15790
5814253;5878070;162;11313;26;12837;24;12841;78;92;18235;79;91;17342
5814254;5878070;164;11507;26;13051;24;13055;61;77;16931;60;80;16039
5814255;5878070;164;11454;25;13226;23;13230;60;77;16878;59;76;15985
5814256;5878070;182;12745;24;13629;21;13633;84;100;18577;84;99;18577
5814257;5878070;188;13191;23;14112;21;14116;90;106;19001;90;101;19001
5814258;5878070;184;12893;24;13954;21;13957;86;103;18703;86;100;18703
5814259;5878070;187;13114;27;14223;24;14227;89;106;18924;89;101;18924
5814260;5878070;205;14331;28;16649;26;16653;66;80;17333;66;86;17333
5814261;5878070;201;14076;26;15421;23;15425;63;78;17078;63;82;17078
5814262;5878070;200;13988;25;15294;22;15298;55;72;16512;55;73;16512
5814263;5878070;198;13876;25;15554;23;15557;53;70;16400;53;73;16400
5814264;5878070;192;13447;25;15610;23;15614;47;63;15982;47;66;15982
5814265;5878070;189;13249;26;15847;23;15851;44;61;15732;44;65;15732
5814266;5878070;194;13598;28;16308;25;16312;49;68;16082;49;69;16082
5814267;5878070;197;13787;31;17740;27;17744;60;69;17218;57;68;17218
5814268;5878070;194;13603;31;17605;27;17609;61;66;17752;55;65;17034
5816065;5878070;363;25394;49;28177;43;27310;88;121;27824;94;121;30178
5816068;5878070;353;24683;48;27485;42;26618;97;111;27316;84;114;29467
5816069;5878070;356;24896;47;26804;41;26792;100;121;27528;87;114;29679
5816070;5878070;341;23850;48;26799;42;26788;81;94;30914;81;104;28658
5816071;5878070;341;23845;48;26643;42;26632;82;96;30968;82;104;28712
5816072;5878070;342;23938;45;25816;39;25805;83;98;31061;83;104;28805
5816073;5878070;327;22907;46;25680;40;25668;87;104;31354;87;106;29098
5816074;5878070;322;22549;45;25338;39;25326;89;115;31969;92;116;30070
5816075;5878070;337;23595;44;25482;38;25471;123;148;29866;126;148;30474
5816099;5878070;237;16557;26;17093;23;17093;56;74;19263;49;70;17814
5816100;5878070;221;15488;25;16176;22;16176;48;63;18702;41;60;17253
5816101;5878070;220;15404;27;16205;24;16205;54;66;17644;47;66;17644
5816102;5878070;220;15399;25;15715;22;15715;55;67;16674;48;66;16674
5816103;5878070;219;15331;25;16276;22;16276;48;63;16644;57;75;18612
5816104;5878070;215;15062;24;16024;21;16024;44;59;16374;53;68;18343
5816105;5878070;215;15073;22;15506;19;15506;44;59;16386;53;68;18354
5816106;5878070;218;15275;25;16110;22;16110;47;63;16588;56;71;18556
5816107;5878070;223;15618;25;16500;22;16500;52;66;16931;62;78;18899
5816108;5878070;226;15817;25;16608;22;16608;77;85;19471;75;89;18147
5816109;5878070;223;15622;28;17401;25;17401;74;84;19276;75;89;19795
5816110;5878070;226;15851;29;17641;26;17641;74;85;20119;75;89;18181
5816111;5878070;227;15865;30;18108;27;18108;70;89;19847;71;89;18900
5816112;5878070;225;15745;30;18501;27;18501;68;91;19727;69;90;18780
5816113;5878070;220;15379;37;13424;32;13424;54;71;19359;46;76;16059
5816114;5878070;215;15079;34;12982;30;12982;51;66;18883;43;71;15582
5816115;5878070;212;14819;33;12707;29;12707;51;66;18897;44;69;17602
5816116;5878070;212;14827;36;12935;32;12935;51;66;18673;44;69;17378
5816117;5878070;215;15073;36;12925;32;12925;55;71;18919;47;75;15619
5816118;5878070;215;15048;32;12708;28;12708;68;80;17311;63;81;15662
5816119;5878070;215;15075;36;13253;32;13253;68;80;17338;64;81;15689
5816120;5878070;223;15632;41;14690;37;14690;78;101;17572;72;95;15922
5816121;5878070;221;15497;38;14561;34;14561;76;97;17437;73;89;15788
5816122;5878070;216;15098;36;13854;32;13854;71;87;17038;67;86;15389
5816123;5878070;215;15083;39;14090;35;14090;71;87;17023;67;86;15374
5816124;5878070;216;15155;40;14178;36;14178;72;89;17095;68;86;15446
5816125;5878070;213;14927;38;18048;35;18048;101;128;17811;94;116;16162
5816126;5878070;211;14775;36;18717;34;18144;99;118;17659;92;109;16010
5816127;5878070;205;14339;33;18215;31;18219;92;113;17224;86;104;15575
5816152;5878070;152;10656;26;12682;24;12686;64;78;17192;64;80;16299
5816153;5878070;163;11410;26;13483;24;13487;59;77;16834;59;76;15941
5816154;5878070;160;11195;29;13334;27;15677;56;77;16619;57;71;16622
5816155;5878070;161;11275;29;13431;26;15774;57;77;16699;58;73;16702
5816156;5878070;188;13169;24;14163;21;14167;90;106;18979;90;101;18979
5816157;5878070;187;13094;26;14124;23;14128;89;106;18904;89;101;18904
5816158;5878070;187;13121;29;16680;26;16684;57;78;15954;57;76;15954
5816159;5878070;187;13083;29;16630;26;16634;57;74;15915;57;76;15915
5816160;5878070;187;13082;27;15877;24;15881;57;74;15914;57;76;15914
5816161;5878070;192;13426;28;16791;26;16795;62;78;16258;62;78;16258
5816162;5878070;185;12921;28;16795;25;16798;45;62;15398;45;66;15398
5816163;5878070;185;12935;29;16419;26;16423;44;62;15739;44;65;15739
5816164;5878070;189;13237;26;16082;24;16085;43;62;15721;43;64;15721
5816165;5878070;192;13434;27;16377;24;16381;47;63;15952;47;65;15952
5816166;5878070;191;13348;28;16694;25;16698;52;69;16289;52;68;16289
5816167;5878070;189;13246;32;17476;29;17480;57;67;16999;54;68;16999
5817963;5878070;367;25715;50;28543;43;27676;92;124;28144;98;121;30498
5817964;5878070;364;25448;51;28331;44;27465;88;121;27877;94;121;30231
5817965;5878070;361;25284;50;27948;43;27082;105;121;27917;92;116;30068
5817966;5878070;357;25022;49;27834;43;26967;101;121;27655;88;114;29806
5817967;5878070;347;24268;48;27188;41;26169;87;104;31308;87;106;29051
5817968;5878070;342;23938;46;26729;40;26717;82;96;30978;82;104;28722
5817969;5878070;338;23661;46;26529;41;26518;78;94;30701;78;104;28445
5817970;5878070;337;23594;46;26186;40;26174;78;94;30717;78;104;28461
5817971;5878070;330;23077;45;25865;39;25854;82;96;30983;82;104;28727
5817972;5878070;325;22733;44;25535;38;25523;86;101;31282;86;106;29026
5817973;5878070;320;22394;43;25183;38;25171;87;115;31814;90;116;29915
5817974;5878070;318;22255;43;24975;37;24964;85;112;31675;88;114;29776
5817975;5878070;311;21771;43;24653;38;24642;88;115;31836;90;116;29915
5817976;5878070;309;21632;42;24296;36;24285;87;115;31162;95;121;30300
5817977;5878070;308;21525;42;23987;36;23976;85;118;31055;99;121;30555
5817997;5878070;237;16613;29;17162;25;17162;57;74;19319;50;70;17870
5817998;5878070;238;16669;29;17279;25;17279;58;74;19375;51;73;17926
